logFC	logCPM	PValue	FDR
YMR015C	-0.89891628086303	8.568415339972	0.0106321157484059	0.0485062889956126
YMR166C	1.04179866555663	4.5152548951347	0.0107164140326347	0.0488400694710788
YFR045W	0.901547012097657	5.19448462167733	0.0107229281545646	0.0488400694710788
YLR325C	-1.04456260791276	9.25079391118613	0.0108051315817996	0.0491740116559858
YNR043W	-0.816619175326019	7.66432030073554	0.01081417115032	0.0491747108840351
YPR046W	-1.52019179187595	3.71415139346128	0.010843918950077	0.0492534999875083
YDR479C	0.835550253016852	6.17785467079594	0.0108492982444475	0.0492534999875083
YLL028W	-1.41720525039648	7.98805934810944	0.0109008777893175	0.0494470964640025
YPL143W	-0.794689979829544	9.91154402160351	0.0109390003619786	0.0495793841139964
YDR411C	-0.777713195320152	7.32558025544685	0.0109615085437006	0.0496407432740093
YBR141C	-2.0386435283987	1.93423363178776	0.0110565093537605	0.0500300267896243
YNL184C	1.25379019441296	3.73699167258968	0.0110818152102058	0.0501035664814369
YNL291C	-0.773498297367063	6.67978738229609	0.0110914452268893	0.050106169702535
YMR257C	0.828573805975214	5.41779524530914	0.0111131545035213	0.0501632928405277
YEL054C	-0.862090583084966	9.040446507519	0.0111715984209169	0.0503731593169294
YFL016C	0.805274678945011	7.47587622158724	0.0111858605149081	0.0503731593169294
YDR047W	0.800814682024186	7.50133907843093	0.0111869556921768	0.0503731593169294
YEL073C	-2.35905423770725	3.06026410988245	0.0112541334621539	0.0506344508776909
YBR263W	0.798494292161479	7.76977656966922	0.0113123798953792	0.050855166808309
YKR094C	-0.900638177235433	8.10176069037542	0.0113264268940078	0.0508769857398043
YPL211W	-1.00039557690562	6.28193991552803	0.0114061052317655	0.0511729028439459
YJL208C	0.884686662554322	5.06810751694877	0.0114107990801282	0.0511729028439459
YNL238W	-0.748451262590859	7.02820789989965	0.01151161280283	0.0515832107294424
YDR382W	-0.802534556855552	10.7220302450764	0.0115476960792831	0.0516846737622666
YJL035C	-1.1661360073409	4.06998160570701	0.0115529348471131	0.0516846737622666
YLL042C	1.65201484687974	2.34061433565103	0.0116578801641539	0.0521120426723972
YLR219W	0.814409882989501	6.91053327262737	0.011677895412534	0.052159381124264
YLR146C	-0.899964064187285	6.1050764834144	0.0117067918272159	0.0522056156167076
YCR003W	0.881889393417521	5.02187943240522	0.0117071140188533	0.0522056156167076
YLR275W	-2.71225175687711	2.99930558530338	0.0117350577923317	0.0522880916447372
YDL169C	1.13815454270878	4.31216536523183	0.011749968795756	0.0523124113561654
YDR035W	-0.789179563264407	8.00976619225665	0.0118037063644532	0.0525094140039261
YMR241W	-0.916782462627916	8.86937676144926	0.0118278111881735	0.0525743832251823
YJL101C	-0.750629587704922	7.04196188013042	0.0118906821578322	0.0528114246078998
YMR024W	0.747532687886005	6.31055406063143	0.0119804173128493	0.0531673050595894
YBR169C	1.12222909618691	6.09627817685302	0.0120925635209759	0.0535851037382435
YDR101C	-0.742090067954142	6.58848066699406	0.0120939274609805	0.0535851037382435
YBR280C	1.1789733447606	5.65934077429104	0.0121598526588752	0.0538340996913725
YHR142W	-0.912685146836177	7.41961301747103	0.0121793036005517	0.0538415301346089
YCR084C	-0.788656669954514	8.7549348048005	0.0121809894702802	0.0538415301346089
YGR214W	-0.81397702212552	10.2157403305505	0.0122141117594478	0.0539238783447204
YDR287W	0.837538692905799	5.29536948134963	0.0122191079588506	0.0539238783447204
YML102W	-0.782123481746605	5.44045874556614	0.0122713162354829	0.0541111267308067
YMR132C	-2.13956128563296	1.35118809067133	0.0124667496487435	0.0549291342007536
YLR186W	-0.943575352819517	6.37966974041767	0.0125318457014637	0.0551503999931945
YHR064C	-0.79954117673468	9.24155156182236	0.0125368997454714	0.0551503999931945
YML077W	-1.32688302899995	4.26919093021787	0.0125759786117634	0.0552783682585373
YLR112W	-1.41606963659715	3.25825552754079	0.0126506738551596	0.0555625627892486
YOL120C	-1.16671403814505	9.32552989267809	0.0127262029546281	0.0558499660197557
YJL189W	-0.883305029122101	9.59544750703171	0.0127859377805589	0.0560676542611828
YCR100C	-1.43015036277573	3.44065379488786	0.012809117130755	0.0561248251794125
YGR148C	-1.07172791918486	7.45485217759123	0.012858993399375	0.0562987891393524
YDL229W	-0.788205572657801	9.76002446647228	0.0128738094227926	0.0563190998780507
YJL083W	1.50642886905903	4.07254160725787	0.0128840663419361	0.0563194495547193
YBR284W	1.27667290621167	3.51384699625339	0.0129287658752212	0.0564702370587798
YDL055C	-0.847093910128212	11.3172026176058	0.0130250518221068	0.0568459280627278
YMR276W	-0.787048404912877	7.4581748524226	0.0130379609265108	0.0568574277126168
YFL010C	-0.836929499432137	7.08120856570476	0.0130844948135898	0.0569917232407826
YJL137C	0.806386046379368	5.59142822154295	0.0130976759637887	0.0569917232407826
YLR141W	-0.927893408193766	4.66291182113932	0.0131016796258524	0.0569917232407826
YGR264C	-0.9121271805412	8.49825897708833	0.0131151600887488	0.0569917232407826
YDR465C	-0.793253007398018	6.07901236905292	0.0131202485379033	0.0569917232407826
YOR269W	-0.94794578873535	5.01619081204012	0.0131878502359617	0.0572404417300486
YHL018W	1.49497686002264	2.72514662834831	0.0132021420313402	0.0572575658318467
YNL042W	-1.4252091720452	3.84890949420818	0.0132357572022346	0.0573584027855647
YLR432W	-0.890379248907744	8.63672850529081	0.0133256423888646	0.0576322910791607
YOR381W	1.13825184568016	5.78082462375337	0.0133289589388845	0.0576322910791607
YML051W	-0.711411497268123	6.60279426378378	0.013330201044692	0.0576322910791607
YKL038W	0.853785219032763	6.31033796736903	0.0133736962737265	0.0577752031060126
YCR102C	-1.97748984265643	1.19045495864883	0.0134856044425871	0.0582132098169086
YBR213W	-1.329790237896	2.87275022286011	0.013512001732906	0.0582816972641478
YGR050C	-1.26558678401164	3.41337434394661	0.0135863256231883	0.0585566401859222
YDR016C	-0.931143771353223	4.9714490952934	0.0136515144057962	0.0587098681845004
YGL148W	-0.808649061885426	8.3534675201391	0.0136536463150027	0.0587098681845004
YBL003C	-1.09514144071953	8.71934983029241	0.0136537044368363	0.0587098681845004
YPR009W	-0.929345028274025	4.55540578998284	0.0137756376068057	0.0591757098210836
YAL034C	1.03314230111472	5.35161477571108	0.0137834278929123	0.0591757098210836
YHL030W	-0.761426543283877	6.91060609394353	0.0138637867831041	0.0594452200233827
YKL204W	0.90449396786911	5.49069028296512	0.0138676868540273	0.0594452200233827
YDL045C	0.832075936488235	5.37768758502982	0.0139336428971376	0.0596817181058511
YHR196W	-1.01177848374452	6.03969128461623	0.0139592025521865	0.0597449550841453
YHR012W	-0.730888933728882	5.80402342747926	0.0140222722810964	0.0599685122129733
YOL133W	-0.884407394301508	5.10225459901402	0.0140369361068173	0.0599848682742293
YLR024C	0.923053407887103	5.4051156665239	0.0141090664813939	0.0602465848055819
YPL041C	-1.41534226571051	3.46193607344419	0.0141347218428497	0.0602716973148649
YJL152W	-1.78336310904936	2.02566077130987	0.0141411369881779	0.0602716973148649
YNL138W	0.804016346443088	8.16631561573658	0.0141476210357805	0.0602716973148649
YLR214W	1.17491450486063	6.86867100246726	0.0142414610180532	0.0606248040568509
YOR003W	-1.22796578400269	4.69379033941782	0.0143316698781256	0.0609619224485373
YLR324W	0.886605318910547	6.08745361447402	0.0144185042920608	0.0612841803012785
YNL050C	-1.38220939011028	3.86384928156411	0.0144632883805776	0.0613880601446167
YLL035W	-1.06402111253675	4.79562864891732	0.0144651301822516	0.0613880601446167
YJR036C	1.2691782036366	4.33979521872163	0.0145395543030756	0.061565165440876
YKL017C	0.864523545419203	5.16518747627172	0.0145446052201635	0.061565165440876
YFR032C-A	-0.956051750518798	9.40868103361852	0.0145501197262896	0.061565165440876
YER020W	0.838323916199108	6.47783226573949	0.0145513618353209	0.061565165440876
YBR042C	-0.743572955983534	6.03526031481825	0.0145783650591532	0.0616322935350297
YGL006W	0.850478573711956	8.45783207298988	0.0146265654595834	0.0617888650788813
YBL092W	-0.798474464162615	9.72388955595858	0.0149090387669306	0.0629315172411018
YPL164C	0.967438272234	4.48000686716996	0.0149223182862996	0.0629315172411018
YIL016W	-0.750177695972583	5.77778601409759	0.0149311677154981	0.0629315172411018
YBR008C	-0.805830228501007	5.19860750484398	0.0149482211444762	0.0629554458246051
YDR436W	0.870149882222603	6.23790264509475	0.0149646299964799	0.0629766253996349
YCL002C	-0.771274811000855	5.87113102073815	0.0149848313949935	0.0630137210789467
YKL183W	-0.876198574067339	5.27181760484553	0.0153117986628269	0.0643397826879911
YML026C	-0.863162035476175	8.24993484449321	0.015467157308741	0.0649432841779764
YOL061W	-0.756093729724666	8.39320621173586	0.0156823866137404	0.0657887435756009
YJL142C	0.882346203054186	4.7711055368765	0.0156922915648343	0.0657887435756009
YOR023C	0.800736821390965	6.07791758277039	0.0158201036334654	0.0662743781283856
YGR084C	0.771178643231884	5.36224403406811	0.01592128313248	0.0666477918722724
YAR008W	-0.933104582809823	4.67594353320627	0.0159677834462234	0.0667919225936509
YMR144W	-1.21607653104373	4.30443108263699	0.0159821599757978	0.0668015659411366
YNL242W	0.865247445974438	5.88228775885512	0.0160031761850125	0.0668389260436673
YBR009C	-0.803930336821421	7.00045390143885	0.0160264932646927	0.0668858323731596
YPL239W	-0.838972186631401	5.28636328418812	0.0161132475428383	0.0671728158778112
YIL055C	1.94159316131855	3.87478359164979	0.0161195336981809	0.0671728158778112
YLR019W	-0.815034400934261	6.70439730535545	0.0161556156225999	0.067272518326161
YGL193C	1.65759859338622	1.68969010758725	0.0161724745278668	0.067292085742267
YOR350C	0.821298510719822	5.12394795528679	0.0161950700288357	0.0673026249992864
YPL013C	1.0495075685589	5.27915575887554	0.0162025060382162	0.0673026249992864
YDL019C	0.811680455102037	7.68425904885937	0.0162114924329687	0.0673026249992864
YCR024C-A	-0.853324015984293	7.81029714353363	0.0162238224414619	0.0673033233815968
YJR123W	-0.772497363983707	11.9489036686299	0.0163062223112343	0.0675944825995284
YLR375W	-0.766430206133071	7.62057318386283	0.0163406835689567	0.0676484438966054
YAR023C	1.43486650750015	2.87611235630033	0.0163436880176656	0.0676484438966054
YGL229C	0.781287272700834	5.49476186832566	0.0163837916641157	0.0677637541623439
YHR063C	-0.782831360881015	6.90762650228362	0.0164195310272717	0.0677848921194647
YJR101W	0.732143714317562	6.36081614258733	0.016430017781308	0.0677848921194647
YGR161C	-1.69367456647213	5.37447351729485	0.0164361071798141	0.0677848921194647
YLR287C-A	-0.867329237765038	8.02716109542107	0.0164378975829999	0.0677848921194647
YOL151W	-0.924331606707012	7.2066093065325	0.0164513021111688	0.0677896544178765
YOR107W	1.85184670709575	2.9787801203884	0.0165009238909245	0.0679435363187322
YOR329C	0.808149732308209	6.24553188439323	0.0165595482007433	0.0680962046700691
YHL030W-A	3.21935170232899	1.73715036473092	0.0165716408276311	0.0680962046700691
YNL180C	0.724883446421536	6.36737112206014	0.0165749164601704	0.0680962046700691
YKL058W	-0.709201306326746	6.5056601744182	0.0166528983415154	0.068365830431711
YCR024C	0.908296944965552	4.85169562243757	0.0166737730805646	0.068400785936134
YNL124W	-0.900313526227636	4.8546815191715	0.0166871117823541	0.0684047974841095
YDR011W	0.959525727961511	9.03375269261163	0.0167249678514526	0.0685092317468089
YLR221C	-0.904543796309161	5.54079211991438	0.0167792702290584	0.0686808294730838
YLR454W	0.717753568843234	7.20415076236989	0.0169285139910363	0.0692404999455987
YBR078W	-0.835229351142894	11.7338121288961	0.0170097642680623	0.0695214442093476
YNR045W	0.994995271823139	5.17418563582234	0.0170690553835371	0.0696775203672772
YHR010W	-0.960683893456666	9.47125005398234	0.017078656305058	0.0696775203672772
YBR250W	-2.06203129421553	1.10425280006464	0.0170857237329951	0.0696775203672772
YLR413W	-1.42673417309912	7.31872986886548	0.0171534155433557	0.0699020630463404
YOL096C	0.902120553252071	5.15278003684843	0.0171907261813012	0.0700025597404863
YMR266W	-0.790097759526805	7.69938615044532	0.0172624545353493	0.0702429583813404
YBR159W	-0.755936306284689	7.99049551692545	0.0173590289870736	0.0705840311641921
YBR089C-A	0.73852976534096	6.77891386625896	0.0176150872025421	0.0715726083545287
YLR297W	1.24790626402938	4.28736870943337	0.0177107347565954	0.0718281942559398
YNL045W	0.831747630811715	7.82708348207296	0.0177191393922544	0.0718281942559398
YOL051W	0.780581450698196	6.30220118284302	0.0177256235564759	0.0718281942559398
YDL160C-A	-1.44458312907877	2.46168437840948	0.0177299084484304	0.0718281942559398
YKL078W	-1.3075042561483	3.88034822864406	0.0177474982197291	0.0718468581916465
YHR144C	-1.18146764766028	4.38409155258744	0.0178094443094113	0.072044930415411
YBL067C	0.814949584129494	6.66530884957924	0.0179860896881154	0.0727063698568521
YOR357C	-0.951185180115832	5.12468404941104	0.018051698305626	0.0729183200170323
YNL081C	0.777759625392217	5.36523336991878	0.0182020612864045	0.0734720694084335
YIL020C	-1.33018204676706	5.01628767000077	0.0184847626640417	0.0744813264682889
YLR050C	-0.876558278896559	5.18102169301034	0.0184921658570264	0.0744813264682889
YLR289W	0.976397189324754	4.69240946322947	0.0184924724552636	0.0744813264682889
YOR044W	-1.19317760610414	3.43890649129798	0.0185100644123489	0.074497961060319
YNR032C-A	-0.954277835211129	4.42822024317357	0.0185270909517825	0.0745122974761367
YER009W	-0.719010495014186	8.96110922707453	0.0185709470970181	0.0746344380790835
YDR472W	-0.773191918366242	5.1232113111332	0.0185967074418313	0.0746641147956666
YOL022C	-0.79370110610613	5.48508517268997	0.0186053151975469	0.0746641147956666
YPL266W	-0.860133622797589	5.72924892594169	0.0186487260022048	0.0747840939827545
YAR014C	-0.736171637376189	6.04946967325206	0.0187314447325526	0.0750614157494177
YER056C-A	-0.810575025421959	8.01194276493232	0.0188213082287405	0.0753669462647248
YOL082W	0.762671730693266	6.20840264289198	0.0188381051738094	0.0753796630743754
YLR191W	0.888512062412692	5.48503501422243	0.0188770190441913	0.0754807972475105
YEL017W	-0.693280440733669	7.22302568145808	0.0189770690350306	0.0758260650107289
YLR356W	0.945484200562327	7.04628420470088	0.0190310668919089	0.0759778889505979
YGL022W	-0.74178852121675	8.92243912017651	0.0190425247514419	0.0759778889505979
YJL096W	0.837200553770268	5.4630194960001	0.0191134994334561	0.0762061281446299
YPL215W	0.733497003825766	6.49449999524469	0.0191384172507766	0.0762505407241166
YER103W	-0.934095663220625	5.40341530307512	0.0193141345924775	0.0768952667876048
YJL198W	-0.706106382958453	7.24815403816594	0.0193554587302311	0.0770043915263114
YOR130C	-0.949729732112963	5.25575235505675	0.0193759939450985	0.0770307115604705
YOR272W	-0.752733433615431	5.91988068540797	0.0194245807985149	0.0771684351320759
YGR034W	-0.750394802214154	9.43543088619637	0.0194779456822058	0.0773249292721141
YBR003W	0.692015286243982	6.63292028191053	0.0195632958262868	0.0776080853782588
YLL049W	-0.810430777860148	5.10504382199053	0.0196406441338148	0.0778591150691484
YOR067C	-0.793843036544386	7.88888535311441	0.0196579319747135	0.0778718651024083
YAL017W	0.853364059251662	7.88367883991828	0.0197598210436625	0.0782194918852851
YGR237C	0.87555751777529	5.44496497268718	0.0198066975014024	0.0783490092728815
YOR347C	0.927859841377707	6.74285887401363	0.0199536381398816	0.0788738810472176
YDL083C	-0.769317792757581	8.42877217609446	0.0200182075352348	0.0790726341898567
YHR191C	-1.18707983738778	3.69150928224809	0.0203112430430259	0.0801729094151964
YPL279C	-1.81911410956571	1.3330355259369	0.0203322515336458	0.0801986314947941
YPL119C-A	1.7255615783702	2.07844063774554	0.020607616657221	0.0812010486238642
YFR043C	1.14657257543402	3.8614934024391	0.0206157342458492	0.0812010486238642
YKR088C	-0.678141610499588	7.27888523859814	0.0209520005471602	0.0824085114321694
YLL040C	0.695178087825875	7.17977108951692	0.0209520736510774	0.0824085114321694
YAL010C	1.04484927583532	4.28834570289766	0.0209969047233409	0.082526186604381
YKR002W	0.722291230634546	6.22340024502952	0.0210261020738446	0.0825822916086983
YBR255C-A	0.743010979638334	5.82942347731999	0.021056326592206	0.082642348483169
YMR238W	-0.797281456385557	7.94706414477525	0.0211071276392406	0.0827830222222236
YDL049C	0.778632828581172	5.35385190457439	0.021127340163953	0.0827974739779949
YHR041C	-1.00694582536392	6.29608917708027	0.0211490435165268	0.0827974739779949
YDR122W	0.760299161994611	6.73129212480159	0.0211556971819452	0.0827974739779949
YMR296C	-0.744507511776004	7.7814129818106	0.0212150322575897	0.0829710166173156
YKL124W	0.833340575887488	5.31524318727956	0.0212597213435283	0.0830870747987893
YOR037W	0.835881636809863	4.70282264984636	0.0213808069391171	0.0835013306994169
YNL166C	-0.901841118510806	5.41819709446568	0.021501905752097	0.0839150539013432
YMR181C	1.13929260030232	6.53485400127061	0.0215508202834665	0.0840466803725889
YNL310C	-1.08523071760014	4.2055854807658	0.0215671741707263	0.0840512266625346
YDR378C	-0.940428220301736	6.53285504375155	0.0215871660903416	0.0840699346544338
YBL080C	0.82617287318405	4.83229043271647	0.0216670371416887	0.0842628787948106
YMR010W	-0.68081588376983	6.82513305520827	0.0216722529890706	0.0842628787948106
YHR040W	-1.08087432146749	4.02986255947807	0.0216823887610788	0.0842628787948106
YBR150C	0.822164061802877	5.13870085428455	0.021748633595556	0.0844610093458295
YGR220C	0.667141623377475	6.3438654948201	0.0219188403646813	0.0850623159734545
YML088W	-0.846569488415057	5.438402089605	0.022010712843823	0.0853589943081404
YJR075W	-0.723682441171838	7.37083373980638	0.022107106783294	0.0856727793688717
YPR140W	0.879717972965359	5.60122615265933	0.0221727769492826	0.0858671432031698
YDR516C	0.908766829665263	7.94569313271679	0.0222101764732161	0.0859518297921523
YML058W	-0.724636854707815	8.39003281046399	0.0222752399560852	0.086143380794532
YNL200C	0.960951379320512	6.81364567295343	0.0223915518299469	0.0865327149629374
YGR044C	-1.24213290448526	3.71006597696391	0.0224162014724406	0.0865675219459082
YGL068W	0.741932181557332	7.52489837024882	0.0225151971178653	0.0868891916668524
YDR500C	-0.776846607725695	8.57471962317011	0.022603712600326	0.0871699968851595
YKL081W	-0.729121997637861	10.0488860922284	0.0226517757615897	0.0872453639120676
YOL141W	-1.22161790109205	3.1503245424755	0.0226547864007303	0.0872453639120676
YPL084W	0.749049537974771	6.08631173559772	0.0227155689773456	0.0874186082897293
YGL147C	-1.05356596999013	9.02021548342941	0.0227601439044804	0.0875292817007606
YDR161W	-0.74129998935459	6.02686821616187	0.0228538115327284	0.0878284673764715
YLR022C	-0.937389088648496	4.68332308189166	0.0228866145617719	0.0878934940908022
YBR225W	0.8626258127067	5.14877550078949	0.0229075708438803	0.0879129660541147
YGR281W	0.895191834578277	7.85718617249318	0.0230623445204129	0.0884456095467533
YOL089C	0.820889806216256	5.50101180252242	0.023090032893879	0.0884904723232177
YLR068W	-1.25710784473209	3.68013644432232	0.0231316900264765	0.0885887699699108
YHR075C	0.857495096809401	4.59678392949264	0.023364093315085	0.0893881731958447
YMR293C	0.838383732952119	4.79000299679227	0.0233727297821444	0.0893881731958447
YLR248W	0.754299607369399	7.97208676788337	0.0234551854328805	0.0896415719513542
YGR257C	0.666299671621216	6.02106350245213	0.023606383668658	0.0901230569645642
YCR087C-A	-0.970258783665851	4.47022899249098	0.0236137391757532	0.0901230569645642
YCR044C	-0.71169281679194	7.03324526907995	0.023948964061856	0.0913394673454936
YNL038W	-0.832432439813903	4.88542376728812	0.0239795935176825	0.0913932992609195
YLR313C	-1.18436912549825	4.08191281587209	0.0240592248254026	0.0915835988687483
YGL250W	0.840320111022991	4.83355346992684	0.024075694147313	0.0915835988687483
YDR169C	0.7835748889855	5.64485917583798	0.0240930098312137	0.0915835988687483
YLR350W	1.12542097989031	7.15596172701769	0.0240957209889587	0.0915835988687483
YPL074W	0.665244510580995	6.04296843352912	0.0241839036438819	0.0918556779445726
YNL123W	-0.685233036948291	7.04050304819647	0.0243113033413364	0.092228939273876
YIL110W	-0.899980383092309	5.07137758770973	0.0243155082039366	0.092228939273876
YKL138C	0.765471706582559	5.41985268611223	0.0244880957131816	0.0927632194303325
YBR212W	0.898037856973064	7.7670803813591	0.024489892227632	0.0927632194303325
YMR052W	1.20400083607379	3.33857726926906	0.024729677339302	0.0936074106673716
YER121W	1.67271223633877	2.80729618381667	0.0248758549510926	0.094095810167157
YER158C	1.0981965111413	6.3433768157209	0.0248927116163205	0.094095810167157
YNL112W	-0.78036355117056	7.64444602602987	0.0249344707400384	0.0941893249661247
YIL052C	-0.794587319373109	8.6529721092838	0.0251611610225118	0.094980808389209
YJL136C	-0.813581580716618	8.14474641306506	0.0252037862439398	0.0950768596277867
YBL039C	-0.802094113416148	7.56788321072889	0.0252423986690717	0.0951396551614565
YCR101C	-1.79764767457165	2.09050765022238	0.025254816305056	0.0951396551614565
YGR032W	1.07142902951604	7.81933092734139	0.0253216146459273	0.0953264050684092
YOR241W	-0.787593294949999	6.35259342859685	0.0255087789939006	0.0959506073708416
YDR208W	0.715581289104033	6.71341105955222	0.0255220986718249	0.0959506073708416
YOR032C	-2.10443964498798	1.95296163909677	0.0256771145305703	0.0964678559485241
YOR187W	0.733850634001925	9.97103062765964	0.0256982127731434	0.0964816210899428
YOR063W	-0.715907122214759	12.1762832031604	0.0258004001736189	0.0967996030920724
YJR074W	-0.735376416838913	5.88443735294182	0.0259276463586124	0.0971735374621954
YPL214C	-0.670152394221751	6.13062225591003	0.0259351851882296	0.0971735374621954
YIL093C	0.742242604894716	5.38691385973378	0.0259657010778032	0.0971825070213701
YJL138C	-0.824764509751629	5.52725977624906	0.0259727010994952	0.0971825070213701
YOR054C	0.717175397485943	5.64573266553353	0.0259932054414989	0.0971935127792262
YEL051W	-0.86474083271782	8.05220180504589	0.0260875623612486	0.0974804659737676
YBR038W	-0.695564559658037	7.21306116084867	0.026277702838482	0.0980637310328588
YDL025C	0.669370930485973	6.44830707975458	0.0262790952514871	0.0980637310328588
YPL270W	0.690676798478333	7.18780954669629	0.0263428234627593	0.0982198710880174
YER074W	-0.92700603281998	7.5697043438657	0.026356434507717	0.0982198710880174
YLL053C	-2.34507506040863	2.45245239785012	0.0263816032733698	0.0982475050570853
YGR212W	1.1084033921663	3.53584422748414	0.0264612679141726	0.0984779130040558
YJR127C	-0.876607713328164	6.54389452596637	0.0266478551722609	0.0991056656742551
YPR171W	0.773133268665453	5.2907449906897	0.0266803996335732	0.099160061499123
YER010C	-0.778462713869903	6.22021979814494	0.0267687205580476	0.0994215433343861
YDL165W	-0.731309078883065	5.45752882335163	0.0268096133155815	0.0995066398983419
YER094C	-0.676456334888746	7.46685841499228	0.0270282111891602	0.10025075115336
YLL045C	-0.740870807290329	8.25091965967501	0.0270516513635278	0.100270488041368
YLR027C	-0.72478228325254	9.61042226607632	0.0271406697156083	0.100533109910426
YGR258C	0.721297051771	5.46881145192966	0.0273438396542281	0.101217932205016
YJL164C	0.790134334378676	5.92137040097461	0.0274473436904528	0.101533155068827
YMR197C	0.692242600350057	5.43255026133536	0.0275421614639818	0.101815846053223
YBR191W	-0.905500315677031	8.67085541198341	0.0276173015202134	0.102025465028612
YHR085W	-1.05608755511958	3.92295158311846	0.0277080856901178	0.10229255917886
YDR034C	-0.692071091406071	6.5470839398857	0.0278488596954516	0.102743726369753
YEL031W	-0.715938323912573	9.76737260559212	0.0280328045164991	0.103338313326248
YGR183C	0.765025546522494	8.04572099704029	0.0280473701872107	0.103338313326248
YOL041C	-0.86460029675952	5.60644253725211	0.0281514962815175	0.103652947719173
YOR018W	0.719265982917319	5.59310040518685	0.0282233938725969	0.103814788326747
YOL112W	-0.670244466452164	5.82422444954188	0.0282329700816325	0.103814788326747
YPR172W	0.930437539660274	4.99193880117268	0.02847792881635	0.10459883803635
YPL183W-A	0.684417517069053	5.97097430056126	0.028483998720777	0.10459883803635
YNL132W	-0.736253899659202	6.62829465549235	0.0285867462629468	0.104789101718173
YLR075W	-0.756967884312318	11.6855267809955	0.028590046152579	0.104789101718173
YLR382C	0.673708271414025	6.09209830457797	0.0285926172017421	0.104789101718173
YLR088W	-0.638685284359883	7.22596045158648	0.0286628857010311	0.104977107524491
YDR528W	-0.944124257576445	4.88615595291348	0.0286878214930653	0.104998944538772
YPL114W	-1.7660130786227	1.14500738764478	0.0287271804087322	0.105073507192283
YMR042W	-1.2306997653203	3.7240187508231	0.0288116848819805	0.105312988201374
YCR088W	0.716571650139848	7.76001723576371	0.0288515062254947	0.105388934291675
YKL054C	0.717179618811154	7.50218902112334	0.0289035735055406	0.105455992403317
YLR212C	-0.762248348789801	6.86486940877888	0.0289079762334354	0.105455992403317
YHR109W	0.896520963420553	4.44341337345208	0.0289370587355428	0.105492544823777
YCR031C	-0.733833458351872	9.85156047245196	0.0292140880535642	0.106432365561833
YDL073W	-0.732568584552437	6.31326222110268	0.0292751099257383	0.106492327514659
YGR249W	2.55714460108105	2.02665439848453	0.0292768754689968	0.106492327514659
YMR156C	1.22992873159242	3.24504700261471	0.0292882765589648	0.106492327514659
YOR289W	0.803377315916597	5.3266464175638	0.0293582472675173	0.10666235640071
YLR421C	-0.747607790829144	6.54301074959694	0.0293735871258911	0.10666235640071
YDR423C	0.865068587659588	5.10230510104228	0.0294236602051036	0.106774121688553
YCL001W	-0.647552394785156	7.03394130263342	0.029489734430654	0.106874737562489
YLR167W	-0.747341222443057	11.3580882538373	0.0294900116114783	0.106874737562489
YLR126C	-0.784060173584991	4.7999965911534	0.0295629882806201	0.106885314003325
YDR212W	-0.699494182339377	8.14890409280275	0.0295647996191116	0.106885314003325
YER075C	0.911415235708608	5.63066445023466	0.0295673021461101	0.106885314003325
YOL139C	-0.757794802582608	8.63732949074064	0.0295701871592141	0.106885314003325
YOR376W-A	1.49805614030707	2.21143940629035	0.0295934829549057	0.106899696261389
YIL030C	-0.67720153010784	8.15920911450978	0.0296460834706591	0.107019847310259
YMR242C	-0.826334279395909	8.00333266466216	0.0296778176587369	0.107064565139146
YKL167C	0.980244545862683	4.56057279832726	0.0299885561445039	0.107973616323228
YDR145W	0.683950103930225	6.35293848956453	0.0300074242110179	0.107973616323228
YMR158W	0.901704805671132	4.92713280673791	0.0300079356497825	0.107973616323228
YMR188C	0.874024231620073	5.5683076854344	0.0300434759558754	0.107973616323228
YLL061W	0.678764393601099	7.14433403868121	0.0300570376043277	0.107973616323228
YBR162C	-0.750033659665264	10.7669646386318	0.0300607194010118	0.107973616323228
YER003C	-0.670755045822947	8.5451134563363	0.0300663792472162	0.107973616323228
YMR143W	-0.714424935952906	8.75479478310351	0.0300978828305899	0.108016656021066
YOL077C	-0.706434623712942	6.51362127660807	0.030187905169938	0.108269518606894
YHR045W	-0.64685612327442	6.52298066102729	0.0302146134071052	0.108295123442306
YPL145C	-0.698750705977939	8.75664719452685	0.0302769689169655	0.10844837927928
YKL051W	-0.734869910732626	6.87678974552687	0.0303283513364977	0.108562158018227
YMR084W	1.75222934642803	2.655927550361	0.0304373674346389	0.1088220079726
YJR047C	-1.87573946652865	1.2364169035791	0.0304402725590142	0.1088220079726
YJL131C	0.888371497707952	4.58541731838945	0.0304800359615101	0.108841454483728
YDR045C	-1.0188904809347	5.08235248024547	0.0305013447158423	0.108841454483728
YDR139C	-0.884439018940711	5.25226749030963	0.0305047155591366	0.108841454483728
YDL143W	-0.703006730306786	8.23745087129689	0.030590569280405	0.109077455153197
YJL153C	1.07960297924563	6.08348423684977	0.0307063094736976	0.109419650114258
YLR343W	-1.95732053398521	3.16969204608729	0.0307985878060156	0.109677853872903
YAL031C	0.741989549500159	5.61362344371443	0.0308253093314983	0.10970241919004
YMR122W-A	-0.836208358361389	9.22462937775711	0.0308683202040592	0.109784886895413
YDR337W	0.740454581939257	5.26558719764761	0.0309375062567155	0.10996028235367
YGR234W	0.718331527418813	9.10396444073721	0.030997028629307	0.110084433949488
YDR245W	-0.675447652380771	7.17909623168947	0.0310122212734462	0.110084433949488
