logFC	logCPM	PValue	FDR
YDR400W	0.928333004334484	5.68433399815273	6.89393551318015e-06	4.89115886281269e-05
YPL256C	0.973211136311853	6.42757314305461	6.91667242336151e-06	4.90100706669431e-05
YHR049W	0.776773729771588	7.37103221250096	6.94751796495065e-06	4.91656833990242e-05
YDR321W	0.660066304664146	8.67641111354683	6.96415713387419e-06	4.92204924378797e-05
YDR266C	0.963093541173533	6.50424593210004	7.07796692646288e-06	4.99610573610275e-05
YOR036W	-1.40519008317769	4.58055120404652	7.0877047965117e-06	4.99660615845806e-05
YER043C	-0.656979743307022	10.7523134906279	7.30923390598518e-06	5.14622142948117e-05
YOL125W	1.35683790566683	5.50484959719629	7.36781569569234e-06	5.1808757382416e-05
YDR033W	-0.805286836473193	10.7080501122067	7.56315571536674e-06	5.31148524477659e-05
YLR333C	0.976048406047346	9.02450809584833	7.66220991398081e-06	5.37422936171987e-05
YGL056C	0.796589948572917	6.67274935063764	7.86095061048636e-06	5.50664565549766e-05
YMR012W	0.696338003404806	8.679494752504	7.90108526247635e-06	5.52776306479698e-05
YBR061C	0.963871144851577	6.02782489021034	8.09519302232487e-06	5.65641391231639e-05
YOR065W	-0.685778355865335	6.95123335280505	8.21016398237581e-06	5.72951418391774e-05
YBR101C	0.749818558927272	6.68523330308795	8.25864422981654e-06	5.75141340245696e-05
YNL194C	-2.34059265445577	0.637599633246092	8.26233042094919e-06	5.75141340245696e-05
YMR259C	1.0900057995551	6.76108445461181	8.37810594542383e-06	5.82467817864014e-05
YDL143W	0.606924627277851	8.84065290152038	8.40065704707531e-06	5.83302836869696e-05
YER107C	0.900366313277247	6.64978794979885	8.47841023985258e-06	5.8796393818727e-05
YKR079C	1.04502259071461	6.54460386962671	8.54219542236377e-06	5.916459257492e-05
YNL184C	1.42217425338366	3.93810646729274	8.78794893893968e-06	6.07906367851152e-05
YDL148C	1.1746821160242	6.86761167231451	8.79949714194043e-06	6.07945283189742e-05
YLR197W	0.86777640724852	9.02823879620396	8.95214949844211e-06	6.17720639954845e-05
YML073C	0.745485642321863	9.88541750471328	9.06097945350602e-06	6.23977730452937e-05
YKL100C	-0.70293951221988	7.97426970154588	9.065379387137e-06	6.23977730452937e-05
YLL035W	1.04744017626541	5.91532589024568	9.17188140937955e-06	6.3052412073921e-05
YPL131W	0.713837883372081	11.8205052201364	9.27755712752317e-06	6.36997532800412e-05
YOR328W	0.874190804896668	5.77242747266962	9.61743772022403e-06	6.59515493726391e-05
YER053C-A	-2.17641951700766	1.4619577974209	9.71793596914996e-06	6.65582396698959e-05
YOR224C	1.09509058415023	7.9108783867857	9.81837849912241e-06	6.71630489668027e-05
YPL186C	-1.72006590116584	2.20896353780372	9.8921387175981e-06	6.75840687199851e-05
YKL021C	0.912821170822519	6.88630592426904	9.9509916712298e-06	6.79023278774176e-05
YDL046W	-0.710462089919808	8.14383482716465	1.02384711860819e-05	6.97779551031742e-05
YGL263W	1.96604467093044	4.48683629356355	1.05931208262708e-05	7.21061877645544e-05
YPR032W	0.835434119245173	5.71288897697093	1.06497527886015e-05	7.24026190812294e-05
YPL277C	-2.18450277564915	1.32537664679889	1.07287768492728e-05	7.28503694280686e-05
YLR251W	-1.36354146770175	3.7591472830844	1.10740026272899e-05	7.51023658571349e-05
YNL052W	-0.70833207746126	6.86810407002958	1.12784857933285e-05	7.63955206612973e-05
YOL101C	2.12610884451025	3.66131907173024	1.14697450125288e-05	7.74380384928288e-05
YHR149C	0.718254977323148	6.58047416673401	1.14737666899499e-05	7.74380384928288e-05
YGR264C	1.00594905797306	9.51747740867595	1.14758415153178e-05	7.74380384928288e-05
YPR112C	1.11347978621196	6.76231291148551	1.14883681970749e-05	7.74380384928288e-05
YKL062W	-0.906968406885397	6.16229811626933	1.16502865134268e-05	7.84339240453816e-05
YGR061C	-0.619759468839035	9.47073441363071	1.17387821137366e-05	7.89336819166689e-05
YPL235W	0.793873548452612	7.20719050410793	1.18752110169954e-05	7.97541477767625e-05
YNR021W	0.622245476997012	8.81051640336814	1.22312170438948e-05	8.20407493330436e-05
YLR192C	0.877385998070505	7.79929606895115	1.22453304931503e-05	8.20407493330436e-05
YPR125W	0.843005147599177	5.78113791404611	1.23993672244269e-05	8.29723074002158e-05
YDR023W	0.8632717310331	9.36559778962724	1.2640341134286e-05	8.43834937412817e-05
YHR143W	-0.845311350337683	9.47579525753406	1.26436469741287e-05	8.43834937412817e-05
YGR065C	-0.666472185159303	6.5714136140456	1.26559992420065e-05	8.43834937412817e-05
YOR243C	0.902689564338362	7.39426752746499	1.26755323727544e-05	8.43905205191088e-05
YHR116W	1.50018424205657	3.65493596203978	1.26875520549148e-05	8.43905205191088e-05
YMR090W	-0.92468550622977	4.79612434467174	1.28334036666622e-05	8.52581703377057e-05
YDR062W	0.587630308720578	8.7479221977076	1.29793105193354e-05	8.61241060119929e-05
YMR123W	1.07692595562957	6.47364805507638	1.31309222329609e-05	8.69857167301854e-05
YJL041W	0.708415121173189	6.87830823951211	1.3140596166685e-05	8.69857167301854e-05
YDR276C	-0.670984200743646	8.25301172712519	1.34416660077667e-05	8.88723771648516e-05
YPR175W	0.87492978616463	5.50973827014734	1.36294895299435e-05	9.00066766810351e-05
YJL059W	-0.800535974235129	5.64765418469763	1.40119413219246e-05	9.24220301257818e-05
YBL099W	-0.69828566153662	9.55634580719717	1.40956661318996e-05	9.28635909213484e-05
YKR056W	0.85436704538014	6.62912731122833	1.42539772282592e-05	9.37948989074748e-05
YDR140W	0.940171135159098	5.19517988527084	1.43656980332612e-05	9.44177825606503e-05
YJL177W	0.833251305298367	8.88030398799387	1.49332358222352e-05	9.80314674261558e-05
YMR217W	0.675034247808033	10.3734225606645	1.51675340065453e-05	9.94515796116374e-05
YLR419W	0.987549399626643	5.65607399339894	1.52248285690329e-05	9.97091139657137e-05
YNL200C	-0.886800994551135	5.47903352339804	1.5530563752703e-05	0.000101591181805506
YLL019C	-0.834873865485614	5.86659020491145	1.57411016079063e-05	0.000102846819714467
YKL204W	0.949051986935818	5.53879403189728	1.6000341802837e-05	0.000104417324925589
YML082W	1.13077001804433	5.67125502119136	1.61125142532168e-05	0.000105025505155833
YLR175W	0.723268914717894	9.10551364972208	1.61599868333276e-05	0.000105211020159571
YER168C	0.996402990420046	6.14942021135703	1.61894155701586e-05	0.000105278761181267
YHL047C	-0.741620546728341	6.57633218635285	1.6380897397491e-05	0.000106398136360938
YPL157W	0.838209628007761	5.4830673229974	1.64000018640912e-05	0.000106398136360938
YDR107C	-0.828280530306578	6.22996588312647	1.64562857771054e-05	0.000106638273408081
YNL044W	-0.669696916313711	7.72350752277595	1.64840821610954e-05	0.000106693462783043
YDR161W	0.869263513256196	6.87050942641913	1.6600569640465e-05	0.000107321906998053
YDR034C	-0.902817764737686	6.12007364837317	1.68867838369813e-05	0.000109044879526085
YGL171W	1.09205112012405	6.02139422826596	1.69485820367347e-05	0.000109316378777727
YMR247C	0.700023712133317	6.74209664770181	1.73063671909027e-05	0.000111494104813103
YDR111C	0.866890170252918	6.3973184714205	1.80015302106819e-05	0.000115837753704551
YPL211W	0.888079189322475	7.23064827348346	1.82158515418062e-05	0.000117080746146754
YHR010W	0.729094339236599	10.2734187431853	1.83095533851363e-05	0.000117546483101327
YAL019W	0.876116941671019	6.67025534165873	1.87645982296119e-05	0.000120328257940524
YLR441C	0.834758482985635	10.1535883249645	1.92049664239604e-05	0.000123009588183099
YLR395C	-0.669643809971375	6.71264781956876	1.93403189180137e-05	0.000123733323574899
YDR472W	0.821050934387784	5.92720063252144	1.96504368000324e-05	0.000125572190821454
YDL203C	0.832385149931476	5.5962067912727	1.97294654654732e-05	0.000125931789949168
YPL190C	0.656371611682939	7.15452432871182	1.97962604555525e-05	0.000126138269300692
YDR025W	0.949325512788288	8.7906545172682	1.98144307122703e-05	0.000126138269300692
YMR015C	-0.543772375858309	8.40155879240795	1.98301941256961e-05	0.000126138269300692
YGL236C	0.839498087623348	5.42983417119169	2.00292587923193e-05	0.000127258229801028
YBR025C	0.816883734253659	9.83028632813989	2.01961406508075e-05	0.00012817137885501
YFL001W	0.834657343541862	5.58117992134049	2.02861847017458e-05	0.00012859535640259
YKR006C	0.866088134664206	5.85480707009915	2.0331792724105e-05	0.000128737003358349
YEL043W	0.711589748728578	6.81319599467069	2.0384671836241e-05	0.000128924313076294
YDR518W	0.662625734735542	7.04456575848337	2.04876564358376e-05	0.000129287011204823
YGR037C	0.808212433241779	8.50212052390011	2.04887439151843e-05	0.000129287011204823
YLR075W	0.799923693460457	12.4681181924505	2.0595975966391e-05	0.000129815638949895
YKR001C	0.665902948204563	8.53424113069192	2.09271221329544e-05	0.000131752780300079
YGR035C	1.24557159783789	4.47057353813212	2.10597002076357e-05	0.000132436796533018
YHR204W	0.59443729386372	7.43061791129116	2.11712021121941e-05	0.000132986870021432
YBR234C	-0.644883817909604	8.08730597825257	2.12927619773822e-05	0.000133598803608654
YDL111C	0.805997199105763	6.21896358059796	2.13769761964503e-05	0.000133975295890324
YDR471W	0.792797301570793	9.4898314559855	2.15996021355595e-05	0.000135217418798853
YGR052W	-2.36475331069316	1.59219205981545	2.2134941030597e-05	0.000138412162331439
YPL171C	-1.88423514902409	1.61966368906959	2.22464428251086e-05	0.000138952386675114
YPL048W	-0.582848571691437	8.16767670046138	2.22928190843034e-05	0.00013908507419677
YLR430W	0.756761482159412	7.16241607334848	2.26791216049988e-05	0.000141335877209531
YML130C	0.703986454969008	7.07479807474466	2.2926724554648e-05	0.000142718215619148
YJL054W	0.936820887097332	6.31269175320559	2.34985521554474e-05	0.00014611346924522
YOL052C-A	-2.45232581889459	0.446769768103675	2.3576348203916e-05	0.000146323595225456
YHR123W	-0.599343800114855	7.06998826492783	2.35852271306662e-05	0.000146323595225456
YLR018C	0.833109187800707	6.02854584707072	2.36233399279436e-05	0.000146395927392206
YLR014C	1.02961528173215	5.05487243615466	2.41184845885305e-05	0.000149297196546899
YDL128W	-0.7158123219604	8.26879572342055	2.49012300594406e-05	0.000153970287317256
YDR346C	0.688375102439069	8.24373559355729	2.50991468740667e-05	0.000155020846876211
YML111W	0.92782272300326	6.43404175120086	2.55568208634243e-05	0.000157671623922174
YDR496C	0.933967256299839	6.93522414535914	2.57755220032116e-05	0.000158843807088834
YDL031W	0.988549805332447	6.92372241970157	2.60378527951277e-05	0.000160281954803378
YKR053C	1.10566510612108	4.86903965272269	2.61617575915362e-05	0.000160865740568401
YDR383C	-1.32844424270572	3.35550972193035	2.66610745027429e-05	0.000163754035847036
YNL189W	0.835882429609989	8.63734550975986	2.67571787592898e-05	0.000164162114472184
YGR266W	0.83144793373016	6.19699224558959	2.69472659450059e-05	0.00016514525995533
YJR097W	1.17560987722388	3.77949599828988	2.72292349451562e-05	0.000166688701533733
YER155C	0.735628015885296	7.5387267765214	2.7548792244416e-05	0.000168458581525523
YGR078C	1.04240729358542	5.19451936203475	2.7796699119688e-05	0.000169786901686924
YJR072C	1.06833938783642	6.45000337110674	2.79920404963257e-05	0.000170791567923557
YDR091C	0.700125665321954	9.06575686725775	2.81167129548081e-05	0.000171363314418401
YNL298W	0.839793913730993	5.65302591599354	2.89311804584629e-05	0.000176029059634302
YAL035W	0.692393015851616	9.17086621960127	2.89458699434793e-05	0.000176029059634302
YOL141W	1.19400418298609	4.43754341333536	2.89863438021886e-05	0.00017608169769628
YNL271C	0.742971440280975	6.79586785693844	2.90756128398604e-05	0.000176430308613802
YMR221C	-0.567974507488165	7.81861620824345	2.95282537342755e-05	0.000178980674880045
YDR060W	0.92035249310518	7.55510191129782	3.01712310564076e-05	0.000182677891319649
YNR054C	1.44219680364424	4.96933614695449	3.09404475070503e-05	0.000187130531698378
YPL266W	0.894806035630025	6.65076273073636	3.11502307936791e-05	0.000188193643244782
YHL039W	0.790153745402268	7.18723335860014	3.12027992821735e-05	0.000188305661098744
YNL111C	1.16257124276845	6.37304295641746	3.13377395216238e-05	0.00018891399837981
YPL061W	1.02118686965837	10.0321001270827	3.14940655474943e-05	0.0001896497918823
YLR061W	0.706547822953093	10.5552205323392	3.1602833950327e-05	0.00019009791639251
YIL085C	0.738070521461124	6.97378543393084	3.25061849858898e-05	0.000195319465485249
YDR529C	-0.718070084538253	6.9390318912855	3.26819422836987e-05	0.000196162547286322
YOL142W	0.782969189489016	6.02523749674977	3.30371124009398e-05	0.000198079501654172
YHL004W	0.723233031323967	6.33432305072586	3.34127542437483e-05	0.000199951847218043
YKL156W	0.716485543113586	9.05073810687035	3.34216585971611e-05	0.000199951847218043
YPR109W	0.873283439786845	5.6080610827961	3.35968878734511e-05	0.000200783129040689
YHR203C	1.18092187984458	7.4483860789923	3.40166508025729e-05	0.000203072433162285
YGL173C	0.613163828658628	8.78149799254041	3.41490841825327e-05	0.000203643353304026
YMR251W	-2.41739370031226	0.541833359010151	3.48951311142066e-05	0.000207868305259439
YBL035C	0.887105495232592	5.62158934080715	3.55648560188406e-05	0.000211630014202434
YOR046C	0.644001143535899	7.60556057088129	3.56566955946829e-05	0.000211948607326504
YOR001W	0.883955092217686	6.8396230900799	3.57039224440395e-05	0.0002120016167439
YIL078W	0.719961243866753	10.4406579360163	3.58035057196779e-05	0.000212365059649193
YEL026W	0.703010832379415	8.5039143319694	3.5897596731448e-05	0.000212695182346717
YDR300C	0.871700605623403	6.33122632438076	3.61766703974972e-05	0.000214119458801871
YER105C	0.685953876430797	7.33028839684773	3.64502494163654e-05	0.000215508205416844
YDR456W	-0.683598118165065	7.80385008467063	3.65615619952668e-05	0.000215935628689228
YJR123W	0.701592909145435	12.6527101850724	3.66385216531885e-05	0.000216159465702287
YJR091C	0.649374945499886	6.86688667157169	3.68607420939817e-05	0.000217238920924489
YHL015W	1.07844762872545	11.437894546207	3.74908684742763e-05	0.000220717517166644
YPL123C	-0.89223582167186	4.3682778927259	3.76469766685936e-05	0.000221401029632303
YLR208W	0.613900982221414	8.12759747617349	3.81067240559782e-05	0.000223866890579388
YLL018C	0.580244542983777	8.81331949834967	3.84640189927659e-05	0.000225726279009509
YNL123W	0.628053884091649	7.65848857456561	3.91827288765001e-05	0.000229700446612873
YMR047C	0.631726309813969	7.64106603368764	3.95024440286094e-05	0.000231329656353782
YBR222C	0.669185603170101	7.66414573457509	4.04595819364945e-05	0.000236684277417083
YLL034C	0.815170566477791	7.05488303536714	4.06044340680414e-05	0.000237280821681669
YER035W	-0.906497391630705	4.30136392901846	4.07397473188605e-05	0.000237820423694698
YJL008C	0.582855485928963	8.35486267215285	4.15281281948385e-05	0.000242167188019216
YMR242C	0.839310695834047	8.84811538197295	4.15885632495168e-05	0.000242264325287185
YIL131C	0.790107848675586	6.10205952860731	4.23625070432158e-05	0.000246513263908681
YLR172C	0.789829894898416	6.86825190527703	4.25755499820637e-05	0.000247492745378929
YGR134W	0.825394891779546	6.00397312267765	4.26945482851436e-05	0.000247924061080781
YNL309W	1.12301216097373	5.01741188048221	4.29201203466654e-05	0.000248972689725835
YLR243W	0.956906019808812	5.49167477526582	4.31243312918276e-05	0.000249895339653376
YJL014W	0.694996727886825	8.31975895958062	4.37077294255006e-05	0.000253011061339666
YDR120C	0.801575221536824	7.07309536181524	4.40292837494965e-05	0.00025460611940409
YER129W	0.76210556270578	6.95556532653489	4.46870764045025e-05	0.000257951836507638
YJR077C	-0.953967905235871	8.8847923775747	4.47010862325306e-05	0.000257951836507638
YKL009W	0.967107255264359	7.3575267827581	4.55744293195794e-05	0.000262717595681825
YEL012W	-1.2452974266581	4.06250150508371	4.60110189247849e-05	0.000264958354557502
YHR135C	0.878500494029823	7.36176940338347	4.6795416646068e-05	0.00026919525542551
YIL110W	0.924074097487756	6.03043009178344	4.69615747747966e-05	0.000269870565735955
YDR171W	-0.885720214421958	5.26628128505764	4.73215476152789e-05	0.00027141010121944
YEL040W	0.557979756980691	9.61395469746458	4.73275655360967e-05	0.00027141010121944
YGL092W	0.728757398811819	7.51550788311744	4.88842855810758e-05	0.000280047242655977
YDR532C	-1.14660252381602	3.39102003183492	4.91468119237198e-05	0.000281260038454877
YML024W	0.732414705130299	9.19850696716484	4.96440462494498e-05	0.000283812140438487
YOL086W-A	-0.905919028199511	4.41651674374926	4.98156000165169e-05	0.000284498999475134
YNL016W	0.757097147461973	8.37058034738242	4.9937917375639e-05	0.000284903540986378
YGL038C	0.698773323156038	6.8896863167777	5.02663724894814e-05	0.000286191301263472
YFL036W	0.627363977284716	6.79001022689096	5.02670662862477e-05	0.000286191301263472
YOR342C	0.850965136313615	6.11430042463203	5.03416539195797e-05	0.00028632139032986
YAR002W	0.68538300638766	6.82289801298534	5.04651729208671e-05	0.000286729226841969
YDR098C	0.903494446678558	6.94543416437478	5.11357315888089e-05	0.00029024116780766
YLR153C	-0.538273944639882	9.83436708748651	5.12072122666336e-05	0.000290349090864293
YDR407C	0.660744445366093	6.95008249129017	5.20411200423837e-05	0.000294775392338333
YJL192C	0.829268608462604	7.46182113432176	5.2114117125381e-05	0.00029488703903053
YIL147C	0.787253054342829	6.84939750334653	5.2260173693069e-05	0.000295411441488707
YLR133W	-0.934024422814121	5.50236753463363	5.38054857635826e-05	0.00030370794203766
YDL042C	0.994202982900776	5.59301570728071	5.38376384421656e-05	0.00030370794203766
YBR017C	0.66752275614883	7.80920003225174	5.4595294536311e-05	0.000307668391001981
YKL023C-A	1.16970680813271	5.18950659861026	5.50229626382514e-05	0.000309763047039759
YLR363W-A	1.5956899772145	4.40475842705785	5.52911007672312e-05	0.000310947713369326
YHR124W	-1.55406322698343	1.82548150498729	5.53457711725309e-05	0.000310947713369326
YKL125W	0.837972010522935	6.08955918889956	5.58187516601454e-05	0.000313286989540816
YLR150W	0.641594631570474	10.4966145021296	5.68724032954094e-05	0.000318786558098974
YLL020C	-1.21076835396063	3.18291236952822	5.69138271416311e-05	0.000318786558098974
YBR072W	-1.4745590366294	2.42699736012604	5.7077490185394e-05	0.00031916133550325
YLR325C	0.771988794804781	10.1177339286147	5.70960827878963e-05	0.00031916133550325
YBR082C	0.823033338819	8.21996323022325	5.76502000983869e-05	0.00032193360983297
YFR009W	0.613801882168251	8.02528359957427	5.77706760026594e-05	0.00032228117036161
YKL187C	0.85838078916438	4.96622695385946	5.81414203747694e-05	0.000324022779812663
YBR271W	1.02469958572196	5.22910683911215	6.02468333243062e-05	0.000335418486535926
YIL003W	0.89668211930335	5.35975419246678	6.06103832442245e-05	0.00033710337776235
YNL037C	-0.542741768622748	7.99889167404232	6.0926168162265e-05	0.000338519492580296
YGR161C	-0.948437412350979	5.2273154926612	6.12640749658223e-05	0.000340055557533461
YGL006W	-0.585393721192186	7.382587865	6.16107501135164e-05	0.000341637165459118
YMR153W	0.773974814288878	6.07061834645172	6.23276573332423e-05	0.000344973426023857
YDL075W	0.641736272153146	9.81403446577602	6.23370845724354e-05	0.000344973426023857
YDL139C	-1.33722225798509	2.5471889641259	6.30867810417203e-05	0.000348773472812068
YDL201W	1.08920647103831	5.89132527496119	6.41601675724776e-05	0.000354353660026039
YOR355W	0.678061983808894	7.54670687159271	6.48188596738656e-05	0.000357634665438856
YLL038C	0.912226556860932	4.60416320542985	6.58458201421502e-05	0.000362939012616194
YCL036W	1.26218445570092	5.15845546185981	6.64132185159432e-05	0.000365702240066895
YHR133C	0.565991728706098	7.98222210193998	6.64880658754297e-05	0.000365750453831638
YBR048W	0.815583639047249	8.81039124210554	6.73154365564021e-05	0.000369934087292085
YMR181C	-1.01692007215266	5.01689169418896	6.81616664097216e-05	0.000374212958245436
YPL222W	-0.987967049997852	3.98619607786772	6.9058502918501e-05	0.000378760906988092
YLR164W	-1.17761734724193	3.60478708933295	6.9495754712306e-05	0.000380781689681091
YNL026W	0.680822903430373	6.32307074334736	7.01383312228744e-05	0.000383922378820363
YCR033W	0.809702978274348	6.00545433530902	7.0970711874803e-05	0.000388094782129605
YGL103W	0.60999438834417	11.4322764107575	7.12232121513078e-05	0.000389091072107934
YPL101W	0.718588742133465	6.29810787852303	7.13309203294971e-05	0.000389295180575382
YDR037W	0.748944626196162	10.3120666476997	7.21156516260823e-05	0.000393190163644078
YLL055W	-0.949207271221413	5.84844116101606	7.31905163540902e-05	0.00039865779281844
YOR264W	0.746414697204469	5.78188670092922	7.32752067447645e-05	0.000398726641224707
YGR218W	0.802734188921903	8.21349278264776	7.33841608772281e-05	0.000398927255692122
YDR213W	0.811233149222095	5.56405258606749	7.37688367378407e-05	0.000400497747063062
YJR069C	1.00719931755266	6.02336003989776	7.38177994225377e-05	0.000400497747063062
YBR253W	-0.865833997814186	4.68120404368427	7.42656958150221e-05	0.000402533164192294
YDL238C	-1.35320935749724	3.70186317081499	7.52804160753091e-05	0.000407541890566617
YLL013C	0.646651207667028	7.06839181942941	7.53370715666153e-05	0.000407541890566617
YCR093W	0.656749698699774	7.33257932127737	7.58655068336737e-05	0.000409999721501514
YNL095C	0.813490219024466	5.24780828213737	7.65215877319719e-05	0.000413141918545105
YOR230W	-0.567477288490383	9.32165616655671	7.76026522309263e-05	0.000418570250921975
YDR044W	0.626719288462606	7.81801359208472	7.87166540985022e-05	0.000424165495405171
YPL059W	0.665640997937495	6.58878480628782	7.93971355818832e-05	0.000427416097577959
YEL053C	1.22028983689194	5.82778247962377	8.06268375959295e-05	0.000433614110064017
YLL011W	0.924042684012367	6.35408923442704	8.11014902453331e-05	0.0004357433466191
YAL029C	0.645437693961532	7.20964602490494	8.15643238939002e-05	0.000437805013025067
YNL108C	0.733939613505385	6.18516997180992	8.23383000811752e-05	0.000441531155667853
YLL012W	0.852942836135244	5.95887324165092	8.30637832907144e-05	0.000444990296932055
YBR274W	0.816721280298213	6.08238036385267	8.35257527767076e-05	0.000446707178478765
YLR291C	1.03495643233325	6.65756907843942	8.35457046847708e-05	0.000446707178478765
YNL148C	0.850132466225007	5.13469042076719	8.37131955758768e-05	0.000447170679842569
YDR143C	0.944719080156531	6.18191447884674	8.41972055686295e-05	0.000449322406573573
YDL040C	0.717274092692069	7.87187675416477	8.45823063880153e-05	0.000450942662380806
YOR182C	0.903848172154075	8.64340184880417	8.64760084082358e-05	0.000460595024572836
YFL026W	-1.02101646779316	3.35042553115571	8.7034062776327e-05	0.000463121637888648
YML074C	1.02083038423467	7.75836886826145	8.74008290265182e-05	0.000464626501280261
YGL031C	0.726308250585796	9.22164646560492	8.79117619977553e-05	0.000466894137135871
YER110C	0.537586285338274	9.73141395375853	8.8155806186111e-05	0.000467741353244428
YBR194W	1.46200335040235	2.76475470730881	9.11235560906542e-05	0.00048302467376023
YIL155C	-0.812079988310121	6.04405029198166	9.82544867145717e-05	0.000520325674142048
YGR056W	0.811397164261689	5.81703679536779	9.84387797268202e-05	0.000520803257178033
YDL237W	-0.650258981204307	7.13604120147398	9.97123729883594e-05	0.000527037509185846
YER001W	-0.634358632355241	7.89172532333488	0.000100566527456361	0.000531045002808682
YOR197W	0.635425994288593	7.7247305889838	0.000102507027668231	0.000540400791965086
YKL150W	-0.66686921623012	7.28601719261491	0.000102533579971691	0.000540400791965086
YOR091W	1.00903704896969	6.11158684029096	0.000104560501943481	0.000550559293772812
YDR461C-A	-1.07668055712845	3.3372619796275	0.00010695375062368	0.000562625528470955
YIL045W	-0.941024818102833	3.86805908940275	0.000107696596863824	0.000565995220365056
YLL028W	-0.62980856412759	7.92621331152492	0.000110251664270433	0.000578873538968289
YIL136W	-1.35446800825636	4.51874685139191	0.000111003007916427	0.000582266014985314
YER172C	0.705360114531631	6.85257467667395	0.000111176517033972	0.000582623906501893
YBR252W	0.649984642116447	6.49629187022016	0.000112769142169812	0.00059041100545671
YMR312W	0.844110608549867	6.21882762135073	0.000117043137320691	0.000612208621864559
YOR329C	0.708000713512821	6.15538127259208	0.000118268970899064	0.000618036340845536
YNL158W	0.815799379667917	4.858116716262	0.000118572500713442	0.00061903794240395
YNL232W	0.752642084600648	6.04594403814833	0.000119179280408738	0.000621619357004674
YGL135W	0.797560493899409	7.50596070503787	0.000119455564492133	0.000622473723069178
YBR281C	0.71474758929948	6.39064247935495	0.000121081026410447	0.000630350329403026
YNR068C	-1.13363053323134	3.53153773978838	0.000123035003106763	0.000639669637038268
YOR020C	0.550195480638463	8.03508537637039	0.000123102306368948	0.000639669637038268
YER080W	0.796485031422273	6.67347383810019	0.000124295526967318	0.000645264020860355
YBR066C	-0.89224196779573	3.89551855127103	0.000124927659496896	0.000647937832854565
YMR196W	-0.94507900959769	5.75103486051229	0.00012861751364259	0.000666450674623681
YJR015W	0.597715800281784	8.51975764698347	0.000129477423724724	0.000670278824034258
YJL198W	0.592435421026636	7.84323364215881	0.000130609763774544	0.000675508815633952
YJL152W	-2.32679445644118	1.58585274236537	0.000133720466030852	0.000690951502348024
YGL206C	0.659788641146766	8.25350807666637	0.000135451774704896	0.000699244516060537
YPL017C	-1.49007864219123	2.80194857628623	0.000135887431829267	0.000700839746265765
YIL072W	2.74063712286337	0.864366889280846	0.000136036500619834	0.000700955302076502
YDR058C	-1.02721381092117	3.47797222941999	0.000138142207292166	0.000711143232702184
YFR025C	-0.775601830087645	5.87405535915043	0.000140796733116587	0.000724134870880289
YNL138W	0.624450310017698	8.00210504222599	0.000143787427419425	0.00073882973383389
YBR240C	-1.37876956227789	2.20742577067876	0.000145902459296374	0.000749002049857265
YFR033C	-0.893495649930776	6.8639437081982	0.00014623623560802	0.000750019766315833
YNL302C	0.719600222478218	9.59562452253169	0.000146702309974656	0.000751713503147914
YMR143W	0.865125263726537	9.57436437142747	0.00014711309593116	0.000753121066496799
YAL054C	-0.994815064177997	4.16027580250015	0.000150241719817417	0.000768426688973737
YDL150W	1.17300074829558	5.87310756109247	0.000150689465695808	0.000770005081404064
YCL042W	-1.04973503274876	5.96550441420893	0.000150919350984032	0.000770468347182321
YHR202W	-1.04524288472393	4.96586462729849	0.000151131188113577	0.000770838705088052
YMR144W	-1.05221966129368	4.02675672760813	0.000151742245235482	0.000773242711908983
YOR023C	0.762801150053645	6.03842761169178	0.00015444937331846	0.000786313552846694
YOR347C	-0.778510135327971	5.49769930157244	0.000156134352505184	0.000794161311363686
YER024W	-0.897827122770926	4.84336372605578	0.000157948337089948	0.000802650227232114
YBL101C	-0.675574193728476	5.51726776565089	0.0001591415004856	0.000807971618061753
YIL053W	0.838265096792588	10.1426511518748	0.000159886990411256	0.000811012470152051
YMR194C-B	-1.32340437135257	2.34439371807478	0.000161048868025611	0.000816157908107813
YER079W	-1.01270652059677	3.79475839822356	0.000161646707963693	0.000818003797111812
YBR094W	0.8720702084346	6.320145884932	0.00016170873762926	0.000818003797111812
YER061C	-1.11507229174344	4.15145625037882	0.000162165509754678	0.000819565233773871
YNR074C	0.676781555878166	5.91157485092736	0.000162395415434135	0.000819978311142797
YPR118W	0.760285899286814	7.86369718339508	0.000163956894133529	0.000827107978245167
YJR032W	0.887581940488249	5.66103740844859	0.000164285773834452	0.000827331502804603
YDL193W	0.759055031506905	5.97281556259142	0.000164300202671171	0.000827331502804603
YJL061W	0.784364455180143	6.70810708282279	0.000165966688576598	0.000834963322348084
YEL034C-A	-2.04353952993851	0.420207966953476	0.00016646390829617	0.000836704149419623
YFL002C	0.842571426493864	6.20352995355445	0.000168770125728186	0.000847526203066953
YGL013C	0.759539593915754	6.28738473450187	0.000172615296202754	0.000866049908600218
YER151C	0.744620558445645	6.70975304080621	0.000173706495518149	0.000870735277352751
YLR248W	0.668994176138241	7.88587720068255	0.000174092939379279	0.00087188264843885
YMR195W	-0.850209203458444	5.57349180783576	0.000176540536526945	0.000883341165587804
YBL084C	0.829240071919841	5.85687079754375	0.000177121901136268	0.000885449503963962
YDL181W	-0.84843463932332	5.77832510601815	0.000179177148437483	0.000894915468820427
YGL221C	0.573877761889362	6.93630304799331	0.000180227402967202	0.000899349367015777
