GeneID,day2,day2,day2,day2,day2,day6,day6,day6,day6,day6,day6,day6,day6
ENSG00000229659,7,4,17,17,4,8,0,8,5,3,5,0,22
ENSG00000221650,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231505,10,8,12,0,24,0,6,0,5,10,5,4,11
ENSG00000228857,7,2,9,5,14,2,3,0,6,7,6,4,0
ENSG00000249255,0,0,0,0,0,0,0,2,6,0,6,0,0
ENSG00000231022,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277631,0,0,0,0,1,0,0,5,0,0,0,0,0
ENSG00000259333,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268187,0,0,0,0,4,0,0,0,0,0,0,0,0
ENSG00000185519,20,15,28,1,38,8,10,5,11,13,11,11,4
ENSG00000278568,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249806,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251329,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234174,1,1,0,2,10,0,0,0,2,0,2,0,0
ENSG00000124374,215,229,378,172,259,111,105,294,266,222,266,214,250
ENSG00000265046,0,1,5,0,0,0,0,0,0,0,0,0,0
ENSG00000276535,27,47,124,38,72,14,29,43,30,27,30,54,62
ENSG00000270192,0,0,0,0,1,0,0,0,2,0,2,0,0
ENSG00000267782,0,1,4,0,2,0,0,0,12,4,12,1,0
ENSG00000277900,0,0,0,0,0,0,0,0,0,0,0,4,0
ENSG00000275163,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268991,0,0,6,0,1,0,0,0,0,0,0,0,0
ENSG00000220267,69,112,140,92,137,44,31,33,67,78,67,108,69
ENSG00000234607,0,0,4,2,1,1,0,1,0,1,0,0,2
ENSG00000227719,13,17,32,46,6,2,2,19,19,8,19,2,21
ENSG00000215210,474,423,987,432,628,197,202,409,355,377,355,363,447
ENSG00000226291,0,8,9,8,2,0,0,0,0,5,0,1,1
ENSG00000103044,105,103,216,130,112,51,50,105,86,105,86,86,117
ENSG00000232752,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000279286,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227062,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201778,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000152592,2,0,1,4,8,0,1,0,0,0,0,0,0
ENSG00000273570,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234594,0,0,0,0,0,0,0,0,1,0,1,0,0
ENSG00000270992,2,1,1,0,9,0,4,0,0,3,0,0,0
ENSG00000222611,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000106868,7180,7323,14597,7159,12077,4275,3235,6007,6255,6440,6255,5938,7589
ENSG00000007174,9,8,13,1,36,5,4,6,28,2,28,1,13
ENSG00000275927,0,0,0,0,3,0,0,0,0,0,0,0,0
ENSG00000228528,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273352,58,29,118,61,76,42,11,88,30,19,30,42,42
ENSG00000259479,118,135,311,115,309,88,53,63,95,120,95,95,91
ENSG00000231313,281,345,436,225,261,132,90,259,194,265,194,191,308
ENSG00000259670,0,0,0,0,0,0,1,0,4,0,4,1,3
ENSG00000264372,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270780,1,1,0,0,10,0,0,1,0,0,0,0,0
ENSG00000225532,47,52,65,48,86,25,22,26,36,17,36,31,28
ENSG00000011523,3115,3135,6159,3054,4548,1687,1298,2771,2403,2928,2403,2488,3081
ENSG00000121570,15,1,10,9,9,1,1,1,6,1,6,0,9
ENSG00000135902,6,11,11,1,44,0,0,0,0,14,0,6,2
ENSG00000162736,7849,7617,15397,7459,12248,4458,3342,7387,5908,8181,5908,7369,7189
ENSG00000249051,0,10,0,0,0,0,0,0,4,0,4,0,0
ENSG00000259430,2,1,1,0,1,0,0,0,4,0,4,0,2
ENSG00000263051,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229912,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000184343,490,421,878,500,641,188,174,407,263,476,263,300,304
ENSG00000137038,768,777,1854,764,1555,616,503,921,753,715,753,700,603
ENSG00000139641,42340,42680,75929,37097,63337,22208,18320,29969,26732,35014,26732,32971,33768
ENSG00000273763,15,16,61,18,17,9,6,13,16,26,16,7,17
ENSG00000135931,163,188,370,182,330,115,107,176,110,236,110,155,177
ENSG00000254779,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281676,1,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000275158,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231507,12,7,21,20,29,3,3,13,0,14,0,10,6
ENSG00000267415,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000119396,7911,8582,19018,8784,13386,4178,3030,8394,7261,7104,7261,6299,9028
ENSG00000108691,213,180,500,216,321,181,179,177,239,553,239,337,345
ENSG00000259195,1,0,0,0,3,0,0,0,0,0,0,0,0
ENSG00000276064,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000148660,4067,4200,8205,3892,7010,2518,1951,3748,3062,3850,3062,3736,3823
ENSG00000180438,120,119,226,93,135,69,47,39,63,94,63,97,117
ENSG00000236252,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000088451,705,677,1701,698,865,357,293,868,588,542,588,436,824
ENSG00000211688,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000077232,5628,5674,12724,6147,8954,2575,1894,6469,4955,4679,4955,4233,6367
ENSG00000170955,5,15,12,0,5,0,0,0,0,5,0,1,1
ENSG00000257526,1,5,11,21,12,0,0,5,0,11,0,1,4
ENSG00000200687,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263360,0,0,0,0,0,0,0,0,0,0,0,0,4
ENSG00000183310,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214823,0,0,0,0,0,0,0,0,0,1,0,3,0
ENSG00000114631,2615,2355,4521,1726,3351,1386,1280,1815,1330,2566,1330,2110,1895
ENSG00000236380,4,1,5,1,9,0,0,0,0,5,0,7,0
ENSG00000218347,0,0,0,0,0,0,0,2,3,0,3,0,1
ENSG00000251107,1,1,3,1,2,1,0,0,7,0,7,0,1
ENSG00000207347,0,0,0,0,0,0,0,0,2,0,2,0,0
ENSG00000250540,0,1,0,0,0,1,0,0,0,0,0,0,0
ENSG00000164190,14275,15251,32255,16342,24709,7214,4983,15189,14831,12910,14831,11754,16215
ENSG00000254787,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255031,132,117,208,104,111,35,44,35,54,86,54,70,73
ENSG00000205309,967,856,1570,600,1413,526,521,672,555,827,555,712,770
ENSG00000232783,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206722,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207161,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237004,939,724,1171,624,1334,380,309,285,324,779,324,535,414
ENSG00000140527,2,1,0,0,15,0,0,0,18,7,18,0,0
ENSG00000002549,4415,4287,8854,4119,6804,2433,1818,4516,3521,3829,3521,3602,3781
ENSG00000239428,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000102805,373,362,876,414,576,255,136,370,398,349,398,385,375
ENSG00000102967,814,675,1493,733,1152,422,335,719,545,739,545,665,542
ENSG00000118260,3172,3518,7495,3621,5474,1512,1024,3380,2795,2948,2795,2633,3623
ENSG00000229568,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197894,5770,6307,12611,5849,9212,3442,2694,6564,5693,5499,5693,5388,5809
ENSG00000131871,1701,1860,3727,1555,2557,1195,954,1802,1669,2080,1669,1860,1957
ENSG00000199994,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000174547,2264,2007,4617,1903,3506,1397,1147,2003,1568,2173,1568,1807,1908
ENSG00000230416,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000139970,3,9,7,9,10,9,0,0,0,12,0,17,4
ENSG00000252475,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000205649,0,0,4,0,0,1,0,0,0,0,0,0,0
ENSG00000232300,0,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000254897,0,0,0,1,0,0,0,0,7,0,7,0,0
ENSG00000251478,0,0,0,0,0,0,0,5,0,0,0,0,0
ENSG00000224961,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267269,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272849,121,155,234,154,179,61,58,126,67,114,67,80,106
ENSG00000221988,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000281961,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256915,18,39,52,20,41,21,9,22,15,14,15,27,35
ENSG00000139547,59,49,94,79,67,37,34,76,82,63,82,77,55
ENSG00000267369,5,0,2,20,8,0,0,0,3,11,3,4,0
ENSG00000124203,10,3,16,0,0,4,0,0,0,6,0,1,5
ENSG00000172315,1683,1715,3788,1632,2550,962,681,1415,1293,1694,1293,1461,1556
ENSG00000235903,69,54,117,68,95,11,6,39,26,46,26,49,44
ENSG00000162040,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276656,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000202444,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250532,0,0,0,0,0,1,0,0,1,0,1,0,0
ENSG00000222076,1,1,11,5,1,0,0,0,1,0,1,0,1
ENSG00000147669,1699,1846,4304,1912,2416,883,724,2033,1620,1400,1620,1321,2096
ENSG00000261823,1,2,1,1,2,0,3,0,3,1,3,0,0
ENSG00000234791,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000104852,18991,18292,36096,15699,29519,10032,7292,11892,10600,16633,10600,14010,12365
ENSG00000251692,57,34,36,1,59,2,1,3,2,3,2,4,3
ENSG00000230356,23,16,34,11,27,6,5,2,10,18,10,9,10
ENSG00000214146,9,0,5,6,5,4,0,0,4,4,4,0,1
ENSG00000205327,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000216516,1,3,0,0,0,0,0,0,0,0,0,0,1
ENSG00000177679,69,72,125,53,98,47,41,33,46,52,46,95,75
ENSG00000182179,2620,2767,4811,2146,4088,1915,1379,1778,1890,3183,1890,2633,2531
ENSG00000136696,5,8,3,5,1,6,0,7,0,0,0,5,3
ENSG00000232461,0,1,0,0,1,0,1,0,1,2,1,1,0
ENSG00000280950,3,5,8,4,7,2,2,0,8,2,8,1,4
ENSG00000280603,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000125434,584,495,1153,546,899,379,258,477,361,580,361,455,554
ENSG00000277000,0,0,2,0,0,0,1,0,0,0,0,0,0
ENSG00000280711,0,0,0,1,4,0,0,0,0,0,0,0,1
ENSG00000252219,0,0,0,0,4,0,0,0,0,0,0,0,0
ENSG00000265300,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259254,2,11,29,5,7,1,1,8,9,12,9,6,7
ENSG00000234255,3,3,6,14,8,4,4,11,3,18,3,1,12
ENSG00000279945,0,0,1,0,0,0,0,2,0,0,0,0,0
ENSG00000265845,36,29,32,32,31,16,11,34,32,21,32,23,22
ENSG00000268575,306,417,840,420,536,208,138,307,331,315,331,280,376
ENSG00000186017,623,707,1600,716,1058,356,254,817,714,572,714,486,858
ENSG00000149679,2158,2216,4276,1972,3455,994,865,1344,1022,2025,1022,1816,1757
ENSG00000254931,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272678,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250456,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000105501,45,30,70,38,49,32,14,39,32,43,32,46,39
ENSG00000200597,0,0,4,1,0,0,0,1,0,0,0,0,1
ENSG00000204161,5292,5295,10850,5872,9612,3321,2471,4077,4269,5755,4269,4707,5071
ENSG00000250374,1,8,1,2,1,0,1,0,0,0,0,0,0
ENSG00000272975,7,7,15,2,2,3,3,0,0,4,0,17,4
ENSG00000252560,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176532,18,12,28,13,35,8,14,16,7,5,7,9,23
ENSG00000272148,29,35,34,34,56,9,1,16,10,9,10,16,39
ENSG00000250889,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000260720,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251001,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249419,0,0,0,0,0,0,0,0,1,0,1,0,1
ENSG00000173080,22,13,10,0,21,10,13,0,2,8,2,14,8
ENSG00000128000,1298,1361,3127,1718,1850,516,346,1397,1024,1009,1024,938,1282
ENSG00000272564,12,10,10,0,13,1,1,2,4,10,4,14,2
ENSG00000280000,0,0,0,0,4,0,0,0,0,1,0,0,0
ENSG00000103494,358,386,783,430,481,137,92,279,296,310,296,212,390
ENSG00000223575,4,13,26,10,31,9,5,14,14,11,14,10,18
ENSG00000066455,1782,1899,3798,1872,2737,1374,948,2024,1844,1982,1844,1965,2589
ENSG00000214560,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280129,24,42,140,30,56,5,3,65,46,13,46,16,38
ENSG00000258856,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000055483,4456,4841,8587,3931,7905,2762,2319,4072,3280,4395,3280,3737,4471
ENSG00000265166,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280910,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000111142,8113,8486,17555,8283,11552,3987,3184,9346,6739,6758,6739,6394,7871
ENSG00000273600,0,0,0,0,0,0,0,0,14,0,14,1,0
ENSG00000198873,83,113,174,101,93,63,65,69,98,115,98,136,71
ENSG00000279049,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101425,0,8,4,0,9,1,0,0,5,2,5,6,0
ENSG00000055163,676,810,1315,670,1413,522,444,589,660,927,660,790,815
ENSG00000183432,0,0,0,0,10,0,0,1,1,0,1,6,0
ENSG00000201959,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250922,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238840,1,1,5,3,1,0,1,1,2,6,2,0,1
ENSG00000223107,3,0,0,0,0,0,0,0,0,0,0,0,4
ENSG00000258167,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213655,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259345,42,24,22,25,65,18,17,19,57,48,57,39,20
ENSG00000222394,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231227,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254416,4,4,0,0,1,3,0,1,6,2,6,0,2
ENSG00000170279,9,2,7,1,15,1,4,7,3,0,3,0,6
ENSG00000234149,0,0,4,0,4,1,0,0,0,0,0,0,2
ENSG00000078319,612,578,1297,640,1175,403,343,615,613,605,613,558,521
ENSG00000275805,0,1,0,0,1,0,0,0,0,0,0,0,0
ENSG00000276090,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000266013,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137692,3271,3265,6553,3193,5127,1727,1480,3404,2892,2428,2892,2448,3042
ENSG00000234396,5,0,8,6,4,1,0,0,3,3,3,0,3
ENSG00000261457,94,84,121,82,94,41,29,68,89,79,89,91,72
ENSG00000170571,1,4,6,4,0,0,1,12,0,0,0,0,1
ENSG00000271056,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201679,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228999,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000212098,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277379,0,7,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237418,1,2,3,3,0,1,4,7,0,7,0,0,2
ENSG00000162779,15,5,27,3,5,1,4,5,19,9,19,16,8
ENSG00000264574,2,0,0,0,0,0,0,0,2,0,2,0,0
ENSG00000276404,8,7,21,5,14,7,3,1,0,7,0,4,6
ENSG00000257624,6,12,17,5,8,14,1,5,24,1,24,2,8
ENSG00000278233,20,0,1,0,0,1,49,0,0,0,0,11,0
ENSG00000250909,10,5,29,16,18,1,1,8,3,7,3,5,11
ENSG00000163714,10097,10759,24747,11288,17368,5010,3693,11717,9535,8187,9535,7453,11796
ENSG00000229014,0,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000177590,0,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000228599,0,1,1,1,2,1,0,0,0,1,0,0,0
ENSG00000237924,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236681,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264187,0,2,6,0,0,2,6,4,0,0,0,1,1
ENSG00000227291,0,0,0,0,0,0,0,0,3,0,3,0,0
ENSG00000165633,1297,1390,2782,1195,1765,794,691,1501,1291,1262,1291,1363,1626
ENSG00000236643,2,10,35,5,16,7,1,3,1,13,1,1,7
ENSG00000222397,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000127990,7,3,6,2,14,4,1,6,1,1,1,9,2
ENSG00000119714,629,626,845,499,756,284,266,305,382,517,382,440,494
ENSG00000256837,0,0,0,0,0,0,0,0,1,0,1,0,0
ENSG00000213683,732,818,1927,915,1289,423,332,959,768,762,768,808,679
ENSG00000217716,1340,1369,4557,1385,1398,658,491,969,808,1428,808,1138,825
ENSG00000054523,7623,7792,15451,7985,12484,3498,2588,6977,5923,6428,5923,5964,6828
ENSG00000102024,6,18,18,7,4,13,23,18,5,11,5,3,5
ENSG00000120437,3210,3437,5984,3130,4457,1546,1452,3216,2392,2908,2392,2486,2817
ENSG00000224500,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000152926,3462,3957,10409,5206,5720,1250,797,3294,2646,2164,2646,2008,4007
ENSG00000252507,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000185523,0,4,1,9,10,0,1,4,2,5,2,4,0
ENSG00000212571,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229829,0,1,10,1,0,0,0,0,0,0,0,0,0
ENSG00000141371,6,1,8,0,8,0,5,6,12,0,12,0,0
ENSG00000137875,0,1,0,0,0,0,0,0,0,0,0,2,0
ENSG00000198216,7,18,19,17,41,7,0,15,17,17,17,17,11
ENSG00000066294,10312,10826,25311,11715,16914,6970,4833,11869,11528,11608,11528,10376,13724
ENSG00000273489,12,12,24,21,31,3,5,3,10,6,10,13,4
ENSG00000273580,0,0,4,0,0,0,0,0,2,0,2,0,0
ENSG00000272807,14,8,25,19,31,5,0,11,12,7,12,8,13
ENSG00000204571,8,1,12,0,1,0,0,0,0,0,0,0,0
ENSG00000255292,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000130513,12779,10615,17635,10216,19183,9211,7870,7053,7864,13846,7864,12369,11934
ENSG00000165879,960,783,1386,708,1328,455,347,564,438,795,438,627,599
ENSG00000256269,9200,9321,18185,7977,13481,6575,5734,8787,8406,8982,8406,9006,9427
ENSG00000262633,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131068,4,0,0,0,0,0,0,0,12,0,12,0,0
ENSG00000107960,797,805,1797,711,1235,579,459,871,803,934,803,806,1004
ENSG00000108375,483,523,884,465,812,273,238,362,397,516,397,414,448
ENSG00000272882,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229263,5,14,19,14,13,3,7,16,7,6,7,12,11
ENSG00000206620,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213863,21,16,44,15,60,18,9,18,12,10,12,19,17
ENSG00000112685,4989,5058,10451,4988,7480,3003,2328,5291,4389,4925,4389,4541,5694
ENSG00000274503,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000189120,4611,4207,6653,3422,7187,2789,2445,2605,2815,4776,2815,3797,4119
ENSG00000260795,0,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000143740,4049,3881,6462,3473,6375,2793,2222,3058,3299,4506,3299,3859,4246
ENSG00000280580,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264230,4,0,10,1,10,0,3,0,3,6,3,0,2
ENSG00000126759,674,547,908,531,1096,330,302,170,337,961,337,634,458
ENSG00000255723,1,0,6,1,4,3,2,0,8,7,8,4,0
ENSG00000229083,167,185,363,176,228,83,88,235,186,141,186,125,202
ENSG00000234665,0,4,12,0,14,8,1,4,6,13,6,4,4
ENSG00000271362,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241163,39,28,72,62,85,37,32,19,64,70,64,67,71
ENSG00000104368,173,168,322,142,226,107,64,87,114,171,114,152,200
ENSG00000225947,0,1,0,0,0,0,0,0,4,0,4,0,0
ENSG00000163216,86,83,126,54,116,94,71,88,136,187,136,89,122
ENSG00000167962,8759,7809,13119,5954,12366,4017,3224,4570,3577,6521,3577,5598,5574
ENSG00000143552,13,19,22,17,34,8,8,14,8,12,8,15,17
ENSG00000100991,10264,10296,18959,9466,16282,6021,4552,8345,7404,9809,7404,8522,8954
ENSG00000259374,0,1,1,2,0,2,1,0,0,1,0,1,0
ENSG00000080293,14,7,20,6,11,1,0,6,11,12,11,5,10
ENSG00000275846,17,6,11,14,8,8,1,12,7,6,7,1,1
ENSG00000130176,426,343,553,250,639,214,240,216,197,422,197,246,306
ENSG00000251636,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261368,0,5,0,4,0,0,0,0,0,0,0,1,2
ENSG00000273024,9,19,23,13,16,13,9,16,11,9,11,12,13
ENSG00000081818,0,0,0,1,4,0,1,2,0,5,0,6,0
ENSG00000266627,0,0,0,0,0,0,0,0,0,0,0,1,1
ENSG00000259211,5,9,10,5,1,7,1,0,0,0,0,1,4
ENSG00000233837,138,147,286,140,237,103,76,154,150,122,150,129,143
ENSG00000009694,8879,9101,20105,10585,15322,4114,2833,7251,7946,7301,7946,6775,9729
ENSG00000263462,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249664,2,1,2,16,10,0,0,0,3,1,3,0,0
ENSG00000101187,578,582,908,446,917,292,267,488,223,523,223,436,373
ENSG00000170421,16605,16608,27161,13764,27782,9339,8284,9909,9300,15993,9300,13405,12138
ENSG00000235957,2084,2073,4664,2045,4496,2068,1545,2834,2648,2589,2648,2497,1706
ENSG00000228886,3,10,14,3,4,1,2,3,0,2,0,2,3
ENSG00000238002,1,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000261628,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260170,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233778,0,0,1,0,1,0,1,1,0,1,0,0,5
ENSG00000244039,0,0,5,0,0,0,0,0,0,0,0,0,0
ENSG00000214659,12,7,17,0,9,6,1,0,0,8,0,2,0
ENSG00000226296,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199473,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000215914,2,2,0,0,0,0,1,0,0,3,0,0,1
ENSG00000218020,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276400,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213938,100,121,244,106,227,70,56,148,72,102,72,99,91
ENSG00000234952,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275459,0,1,0,0,0,0,0,0,0,0,0,0,3
ENSG00000162510,66,61,163,67,129,41,21,74,50,63,50,48,64
ENSG00000028116,1675,1710,3863,1838,2569,806,563,1744,1443,1426,1443,1344,1702
ENSG00000255073,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259469,9,8,0,0,11,0,1,6,12,3,12,1,12
ENSG00000258484,5,7,11,11,4,0,0,7,4,9,4,7,7
ENSG00000172732,4496,4228,7604,3444,6834,2586,2026,2817,2218,4262,2218,3431,3322
ENSG00000237129,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265635,0,0,0,0,1,0,0,0,0,0,0,0,5
ENSG00000263335,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000124356,3511,3631,7852,3737,5902,2044,1631,3544,3391,3280,3391,3120,4047
ENSG00000152495,25,6,90,47,47,26,3,21,37,26,37,9,35
ENSG00000259755,48,37,41,34,30,19,25,9,41,24,41,25,28
ENSG00000177479,5467,5433,11049,5360,8918,3416,2721,5643,4757,5349,4757,5172,5583
ENSG00000173486,2985,2639,5566,2387,4184,1850,1569,2474,1817,2846,1817,2476,2231
ENSG00000112759,20633,20686,37003,17668,30156,11764,9599,12782,13040,21476,13040,17772,17121
ENSG00000171848,10928,11241,23443,10670,18392,4271,3285,9536,6051,6889,6051,6388,7635
ENSG00000156802,10401,10858,23050,10817,16048,3714,2640,9344,7350,6496,7350,6356,9231
ENSG00000088305,6177,5604,9793,5138,9704,2259,1999,4375,2649,4141,2649,3847,3709
ENSG00000235150,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000222636,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225100,0,0,7,0,0,0,0,0,0,0,0,0,0
ENSG00000266908,0,0,0,0,0,0,0,0,4,0,4,0,0
ENSG00000271129,0,1,3,0,4,0,0,0,0,0,0,0,0
ENSG00000258638,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229713,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277102,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226759,0,6,0,0,2,0,0,4,0,0,0,0,0
ENSG00000266025,0,1,0,0,1,0,0,0,0,0,0,0,0
ENSG00000182117,2897,2887,7308,3065,4738,2530,1912,3765,3038,3571,3038,3099,3089
ENSG00000129824,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200250,0,0,0,1,0,0,6,0,0,0,0,0,0
ENSG00000266963,6,6,1,1,10,2,0,0,0,0,0,0,0
ENSG00000272034,10,12,35,10,14,2,11,1,5,3,5,9,13
ENSG00000263388,0,0,0,0,0,0,0,6,0,1,0,3,1
ENSG00000108523,3956,3686,7728,3269,5595,2417,1962,3129,2487,3455,2487,2995,3366
ENSG00000172150,0,0,0,0,1,0,0,0,10,0,10,0,0
ENSG00000225936,20,9,53,30,34,15,10,2,1,6,1,9,23
ENSG00000258944,7,5,13,6,13,12,0,13,3,7,3,13,8
ENSG00000230543,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000156831,1573,1485,3459,1720,2097,920,638,1587,1473,1442,1473,1162,1655
ENSG00000204952,0,0,0,0,1,0,0,4,2,0,2,0,0
ENSG00000106948,1292,1130,1916,961,2196,931,922,702,991,1498,991,1291,1519
ENSG00000228181,0,0,1,0,1,0,0,0,0,0,0,0,0
ENSG00000154736,7,13,32,11,20,12,2,33,17,36,17,22,27
ENSG00000232031,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000207234,5,7,8,4,8,2,1,7,4,7,4,12,4
ENSG00000272406,0,0,0,0,1,1,0,0,0,0,0,0,1
ENSG00000251982,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000115289,1348,1266,2615,1233,2103,1060,776,1118,1112,1535,1112,1343,1239
ENSG00000200649,0,1,0,0,0,0,1,0,0,1,0,3,2
ENSG00000251957,3,0,15,2,11,1,4,0,0,3,0,7,4
ENSG00000271656,0,1,0,0,1,0,0,0,0,0,0,0,0
ENSG00000159860,8,3,13,3,13,6,6,6,10,2,10,1,13
ENSG00000237579,1,1,0,0,0,0,0,4,0,0,0,0,0
ENSG00000132837,10,5,45,7,15,4,1,14,18,14,18,10,23
ENSG00000281437,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000166603,0,0,0,0,3,0,0,0,0,0,0,0,0
