GeneID,Normal,Normal,Normal,Normal,Normal,Normal,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor
ENSG00000172752,17,99,184,96,236,125,28,66,30,26,80,170,8,26,83,17,79,170
XLOC_033135,1,0,19,0,6,4,3,0,6,2,3,8,1,0,26,3,1,10
ENSG00000176485,37,122,56,92,98,238,35,58,178,126,448,453,36,115,168,97,1247,425
XLOC_116616,7,3,9,38,88,61,24,4,133,5,21,41,4,4,65,25,19,28
XLOC_098373,573,1519,1843,1839,2550,3439,1290,1265,1531,1507,1984,3568,1023,1560,2336,1103,2179,3289
XLOC_152365,58,269,272,129,155,284,487,219,66,79,154,380,498,126,112,50,192,295
ENSG00000164850,4,2,2,4,9,22,14,0,5,3,3,6,0,2,4,2,8,14
XLOC_045886,0,0,0,5,0,12,1,0,0,0,0,20,6,0,3,0,26,3
ENSG00000065675,38,96,52,137,22,141,46,3,67,64,19,67,45,34,61,14,64,77
ENSG00000197077,87,117,334,127,493,283,103,260,459,127,300,420,78,67,587,82,197,308
ENSG00000271384,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197122,11,39,43,98,31,60,56,15,22,63,18,39,89,73,51,25,53,84
ENSG00000233079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000161940,43,128,132,162,120,281,24,120,18,46,58,36,64,32,43,8,31,16
ENSG00000205653,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
ENSG00000132182,15,61,106,115,41,80,105,26,58,65,115,106,70,58,106,77,192,150
XLOC_050307,0,0,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000107833,0,0,6,4,13,5,29,3,8,18,9,21,26,10,14,6,14,25
ENSG00000146085,58,68,116,70,152,252,56,61,100,50,190,300,44,72,146,32,94,232
XLOC_093754,15,2,1,1,14,23,19,1,4,5,22,22,11,7,23,3,42,16
ENSG00000106588,27,46,115,44,95,168,33,23,74,58,171,387,26,20,94,44,134,496
XLOC_051145,2,3,1,20,1,37,47,0,85,42,11,119,6,33,196,8,28,185
ENSG00000095981,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
XLOC_150623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_050204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228561,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000142273,0,0,0,0,1,0,0,0,0,2,1,0,0,1,5,0,11,1
XLOC_019127,405,149,521,413,445,198,253,660,241,164,238,218,235,328,615,57,240,132
ENSG00000257955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000282440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179855,14,5,13,17,17,15,8,2,1,3,4,4,2,0,4,0,3,2
ENSG00000261823,27,50,42,38,76,106,16,13,29,24,43,53,42,12,59,5,37,26
ENSG00000225932,0,39,15,4,1,18,0,10,4,8,0,21,0,9,17,4,0,4
ENSG00000083844,661,325,934,903,1843,1897,427,496,939,670,1303,2280,313,377,1471,288,1389,2641
ENSG00000100429,0,0,0,1,5,3,4,22,6,2,7,9,1,2,6,1,2,10
ENSG00000241383,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
XLOC_137307,110,120,234,118,284,290,113,108,176,126,249,222,108,218,279,59,283,243
ENSG00000177548,4,0,5,5,4,12,7,2,11,9,15,19,2,1,23,5,15,18
XLOC_144643,13,15,146,4,134,20,3,28,23,12,28,41,3,23,62,11,31,12
XLOC_088056,0,1,1,0,1,0,0,0,0,3,4,2,0,0,0,0,0,0
ENSG00000250945,0,0,2,0,0,0,0,0,2,0,0,1,0,0,1,0,0,2
XLOC_089733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000245149,58,9,27,34,24,44,53,53,64,63,65,77,50,36,114,63,53,171
ENSG00000164691,30,98,77,62,51,120,17,6,42,39,30,70,37,19,93,6,27,124
XLOC_092508,180,561,193,321,273,346,60,262,2,95,86,79,80,52,13,146,38,42
ENSG00000181264,15,142,79,46,121,199,52,196,145,49,65,77,47,32,175,39,73,81
ENSG00000243444,0,3,16,5,4,9,2,0,5,0,5,11,0,0,4,1,12,9
ENSG00000196787,1,0,1,5,2,3,1,0,1,1,6,18,0,12,3,0,9,5
ENSG00000197712,121,242,320,150,228,610,313,171,171,243,302,550,241,122,276,83,276,549
ENSG00000188694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_095271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163449,8,14,15,22,39,2,3,2,15,7,0,0,0,1,17,1,11,6
XLOC_132719,103,54,121,287,181,299,459,255,184,161,437,146,544,264,339,148,432,183
ENSG00000099250,924,1275,1339,1272,1543,2470,1172,918,900,1183,1250,1869,827,1014,1619,824,727,1634
ENSG00000146476,40,14,22,13,91,108,28,8,74,14,132,160,11,6,65,9,100,168
ENSG00000261532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_132307,0,0,20,10,7,28,3,0,4,10,60,37,0,0,8,5,9,22
ENSG00000215547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_157330,28,30,137,71,164,144,59,52,85,40,103,171,31,22,114,26,97,109
XLOC_070268,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000180318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000143556,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_086986,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2
XLOC_153753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197980,0,1,17,22,5,55,13,1,29,16,33,14,1,3,16,11,7,30
ENSG00000163793,0,3,0,0,0,1,1,0,2,0,0,0,5,0,0,0,13,0
ENSG00000119559,1,2,0,5,9,10,4,0,4,3,5,6,5,7,6,2,6,6
ENSG00000267898,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2,0
ENSG00000077380,346,337,427,649,703,796,487,350,319,389,454,925,312,220,637,230,413,864
ENSG00000205097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000186777,0,1,19,0,7,68,7,4,12,0,2,40,3,12,7,2,11,19
XLOC_097107,0,17,6,5,10,32,3,1,2,12,0,15,0,1,27,0,1,11
XLOC_104311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197472,0,0,0,0,0,4,4,0,1,0,1,1,0,1,2,0,9,0
XLOC_057351,0,0,7,10,9,2,0,5,1,0,0,3,0,0,4,0,7,2
ENSG00000083814,30,26,83,103,138,78,33,10,69,75,47,119,11,47,74,49,73,79
XLOC_151098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_084677,0,0,0,0,0,6,0,0,0,0,0,0,6,0,2,0,14,3
ENSG00000137266,50,207,203,232,228,324,444,114,198,264,695,502,171,178,407,95,466,257
ENSG00000163626,46,54,81,65,99,143,82,23,88,40,95,161,33,87,116,28,164,154
ENSG00000165685,14,0,17,8,1,25,9,4,2,14,12,14,0,8,16,3,4,68
ENSG00000058085,752,1915,863,1101,696,832,1253,326,131,822,816,1426,614,208,196,303,1037,1705
XLOC_159378,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
ENSG00000189144,33,12,70,59,73,144,49,27,93,51,152,143,19,10,154,22,121,159
ENSG00000130234,0,1,22,18,7,24,101,0,31,12,85,51,146,71,55,14,1,92
XLOC_117850,0,0,5,1,1,1,0,3,0,0,0,1,0,0,0,4,0,2
ENSG00000250709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_163493,8,0,3,0,3,5,0,2,2,1,2,5,1,0,5,1,4,0
ENSG00000175602,0,0,3,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0
ENSG00000260895,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,3,9
XLOC_033660,1,0,1,2,1,4,0,0,4,2,2,5,1,0,1,7,6,5
XLOC_040035,0,6,20,6,0,10,3,0,3,9,1,6,0,0,7,0,35,4
ENSG00000167014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_070356,4,4,7,8,18,58,43,7,47,18,41,17,35,4,71,40,39,28
XLOC_035569,56,219,238,115,347,133,17,78,49,38,102,84,26,88,83,34,83,57
ENSG00000268184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_068133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163472,6,1,32,54,19,21,6,11,12,32,27,35,8,9,41,23,34,34
XLOC_048665,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000165923,8,23,34,58,11,98,1,35,41,25,48,13,5,3,85,7,51,30
ENSG00000282851,22,4,44,54,55,58,20,12,25,42,66,58,7,35,23,13,83,52
ENSG00000196832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000186766,0,0,6,0,0,2,4,1,1,1,4,0,0,0,0,1,0,0
XLOC_068710,4,23,11,1,8,32,27,77,6,3,13,1,7,2,28,0,0,4
ENSG00000112592,21,94,60,99,231,220,105,37,86,90,116,130,42,42,62,50,124,205
ENSG00000084453,5,41,61,43,68,211,58,43,8,4,12,28,45,1,12,0,15,0
ENSG00000279070,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3,2,0
ENSG00000237530,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000196290,45,15,68,88,85,105,56,22,100,80,133,84,33,53,143,118,117,182
ENSG00000112062,224,233,398,338,547,768,274,451,329,302,809,709,181,454,662,139,771,799
XLOC_125925,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0
ENSG00000109320,173,965,768,406,545,722,522,400,420,352,480,1282,343,330,806,249,533,1148
ENSG00000267204,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_145768,0,1,5,3,28,9,8,18,28,17,16,20,0,3,14,18,30,16
ENSG00000263635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259269,0,2,15,2,0,8,0,5,0,0,1,0,1,0,1,2,0,2
ENSG00000138346,13,22,18,19,17,30,14,0,23,21,184,28,23,8,70,14,163,48
XLOC_110139,0,28,0,11,10,14,0,0,2,3,33,10,0,0,22,20,56,11
ENSG00000132554,23,18,41,86,60,297,1,25,25,31,60,79,2,6,63,2,27,128
ENSG00000198517,2,12,43,5,31,25,5,7,11,6,16,31,9,8,11,0,5,32
XLOC_056197,44,7,44,113,106,45,16,13,62,30,38,27,17,63,94,28,124,75
XLOC_109622,61,158,343,111,216,169,62,228,76,56,136,144,20,31,233,30,269,306
ENSG00000048392,84,95,224,127,355,370,185,83,236,123,468,439,130,76,392,96,300,694
ENSG00000269037,0,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000119655,16,12,19,28,7,37,71,29,34,73,42,93,24,82,35,27,14,57
XLOC_011392,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0
ENSG00000186790,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0
XLOC_092354,1,3,9,10,2,3,0,0,3,7,0,7,1,3,4,1,2,13
ENSG00000204256,852,1156,1189,2048,649,1912,679,831,723,1599,860,463,1442,2272,455,1121,856,711
ENSG00000185885,2,6,18,14,11,45,7,1,3,8,10,12,3,6,4,19,12,14
ENSG00000228423,4,3,16,8,2,5,7,0,1,3,9,4,2,5,16,2,5,7
XLOC_042512,2,0,0,7,34,23,86,0,10,0,0,18,67,114,5,0,24,9
ENSG00000145247,20,1,33,15,25,39,33,4,42,19,100,81,23,35,57,9,109,159
XLOC_147743,0,1,5,1,1,0,1,56,4,0,0,0,0,7,1,0,0,0
XLOC_050845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000183921,0,7,4,3,2,11,3,9,7,2,3,1,1,1,4,1,12,1
XLOC_020710,11,10,22,11,28,17,7,3,8,4,11,16,4,10,5,4,0,4
XLOC_057139,0,2,10,6,9,16,0,24,2,1,1,9,0,2,1,1,4,2
XLOC_044021,23,27,15,16,37,16,21,24,15,8,22,23,24,27,39,4,26,20
XLOC_066017,6,1,0,5,0,1,1,0,0,3,0,2,1,1,0,4,3,0
ENSG00000270071,0,1,7,21,6,7,3,0,3,2,2,10,0,2,10,0,5,16
ENSG00000144843,121,107,150,116,300,278,125,57,119,67,101,259,33,52,77,55,104,312
ENSG00000109445,44,43,37,56,76,87,26,23,74,49,95,125,57,25,62,20,90,80
ENSG00000181215,1,0,0,8,0,11,0,0,0,1,0,0,2,0,2,1,3,13
XLOC_130782,2,6,10,4,8,33,8,163,33,4,48,72,2,17,86,26,37,68
ENSG00000166831,24,24,28,11,26,36,9,26,11,6,11,20,11,1,1,6,24,28
ENSG00000148082,23,41,63,267,119,214,55,65,111,344,103,75,21,222,169,250,16,130
XLOC_086443,45,64,82,130,169,191,30,51,161,40,136,169,33,83,257,47,232,208
ENSG00000005483,1263,3575,3088,2614,3411,5734,1588,1557,2293,2922,2037,4458,1009,1469,3546,1800,2632,4513
XLOC_076199,7,18,31,40,5,11,12,39,8,33,3,19,6,31,32,6,8,9
ENSG00000085514,46,66,33,52,24,76,50,13,5,28,38,34,17,18,9,15,13,28
XLOC_030124,0,0,0,0,2,5,0,1,1,0,0,0,0,0,0,0,0,0
XLOC_065273,57,62,120,71,190,161,48,61,74,70,176,135,51,70,109,30,251,132
XLOC_155699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000125149,25,50,29,45,57,118,41,59,16,55,83,71,48,25,22,31,72,225
XLOC_049216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000067113,26,43,52,36,86,79,58,89,61,23,42,88,31,44,44,8,67,46
XLOC_142527,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
XLOC_024139,67,80,151,83,185,300,250,117,64,173,433,369,253,113,112,129,406,200
ENSG00000105696,0,0,0,0,6,0,104,0,1,0,1,1,13,0,19,0,11,7
ENSG00000178404,40,16,22,57,26,86,19,44,11,52,28,48,0,6,24,26,26,60
ENSG00000236120,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173769,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
ENSG00000170871,140,950,702,403,511,1166,457,720,349,366,546,1274,310,308,617,293,542,839
XLOC_002884,0,0,0,0,0,1,0,0,2,0,1,2,1,0,0,0,2,0
ENSG00000132680,178,133,433,358,640,726,321,194,432,779,748,939,250,395,649,656,882,857
ENSG00000260988,5,1,0,12,6,15,0,0,2,0,17,1,1,5,9,4,5,6
ENSG00000205045,0,0,9,4,10,35,2,0,1,5,4,18,1,4,15,1,18,4
ENSG00000237803,0,0,0,1,0,0,0,0,2,0,0,19,0,0,0,0,0,0
XLOC_021235,160,92,181,211,377,208,99,77,77,159,342,237,77,140,202,138,261,357
ENSG00000099331,131,226,290,458,209,499,224,277,206,334,230,510,145,242,310,158,248,539
ENSG00000259560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_071657,0,1,3,2,3,2,0,0,0,6,1,2,1,2,2,0,2,0
XLOC_015724,0,0,0,0,2,0,0,0,2,0,1,3,0,2,1,0,0,5
ENSG00000229654,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000186562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_125611,0,5,0,0,5,0,0,0,1,5,0,0,0,11,1,2,8,0
ENSG00000018510,161,138,227,227,345,562,110,162,296,173,399,675,111,113,486,112,360,732
XLOC_087345,122,393,483,290,351,530,168,257,188,179,273,518,81,136,291,157,392,423
XLOC_090830,1,6,53,11,55,84,32,17,43,8,29,130,16,12,62,16,49,112
XLOC_017500,23,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
ENSG00000236354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_055097,218,316,480,381,623,762,186,339,480,332,376,716,175,260,848,222,501,561
ENSG00000139182,25,124,96,151,78,77,123,120,49,78,103,110,78,92,86,16,125,162
XLOC_037457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_087332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000166329,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,19,0
ENSG00000018408,251,761,633,280,829,1001,253,189,420,291,854,1387,159,341,627,229,1839,892
XLOC_040113,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000278938,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
ENSG00000270136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_096989,0,1,2,5,0,0,0,0,1,0,0,0,2,0,0,0,0,0
ENSG00000231776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137843,3,0,5,0,0,3,33,1,2,25,34,17,10,13,12,7,13,35
ENSG00000274198,0,0,0,0,0,8,0,0,0,0,0,0,0,15,5,0,0,0
ENSG00000247400,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000187833,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000177599,14,0,9,2,4,16,8,0,10,14,9,96,1,2,15,3,2,25
ENSG00000112276,8,57,49,32,177,71,8,27,3,4,14,32,6,3,7,10,13,22
XLOC_095070,3,1,2,2,3,9,0,0,0,1,0,1,0,1,1,2,2,6
XLOC_123655,7,1,24,3,39,18,5,2,20,12,15,18,4,16,51,5,21,37
XLOC_155534,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249131,0,0,3,0,4,0,5,0,0,0,0,0,0,4,0,0,0,2
ENSG00000161914,0,1,0,4,2,12,1,0,17,0,0,5,0,1,1,1,1,9
XLOC_013455,6,8,34,1,35,36,11,29,10,6,26,42,2,7,30,5,8,74
XLOC_087098,4,0,0,3,2,3,0,6,22,7,0,0,0,3,49,12,0,0
ENSG00000276509,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0
ENSG00000136261,16,31,73,33,21,72,38,6,44,43,91,351,40,51,58,45,76,253
XLOC_080950,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000168246,28,65,84,50,175,151,51,101,81,33,88,157,40,86,115,30,73,275
ENSG00000249998,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0
ENSG00000162236,30,145,99,59,69,102,56,7,47,47,22,69,49,69,80,27,36,46
XLOC_015453,43,8,128,158,155,106,344,183,95,148,101,26,330,178,78,86,86,9
ENSG00000250366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_029143,59,53,66,173,21,113,343,24,232,134,32,112,61,333,166,71,12,104
ENSG00000266338,87,123,127,170,282,465,84,73,103,199,268,380,68,150,131,168,253,466
XLOC_096802,0,1,2,16,0,3,3,4,11,3,13,5,1,3,13,3,2,5
ENSG00000244067,1,0,6,1,0,25,1,0,0,0,0,2,0,0,1,0,1,10
ENSG00000011426,2,3,10,25,14,27,15,2,33,34,110,174,54,9,24,55,132,300
XLOC_039317,2,13,45,21,32,69,8,2,21,13,6,32,5,49,32,12,13,50
XLOC_056977,37,127,122,106,148,114,64,32,100,84,92,201,84,75,199,28,96,107
ENSG00000099256,4,0,16,17,20,59,7,7,12,8,19,76,5,3,14,1,38,21
XLOC_104344,0,0,10,10,2,33,4,25,0,0,0,12,0,3,1,0,5,14
ENSG00000101986,1,16,10,6,2,6,2,15,12,10,2,4,0,7,7,11,9,11
XLOC_025795,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000115204,87,67,93,130,234,118,185,96,111,233,108,134,190,117,223,249,144,158
ENSG00000226846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_148574,0,0,0,5,0,4,0,0,0,3,0,1,0,5,3,1,0,4
ENSG00000174482,0,1,3,0,2,4,0,2,0,0,0,2,0,0,0,0,0,6
XLOC_121386,63,23,108,69,60,194,40,25,117,39,135,122,29,60,217,24,67,204
XLOC_154612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000148344,5,1,3,8,1,22,62,2,12,12,76,145,23,23,10,7,19,72
XLOC_040303,2,34,86,24,58,56,6,231,36,19,50,32,5,11,42,4,55,27
XLOC_105419,54,51,128,208,99,188,183,95,155,315,207,185,166,388,222,236,98,85
ENSG00000113088,4,10,4,39,42,39,18,0,13,20,10,44,9,2,22,8,75,126
ENSG00000278743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
XLOC_045853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_081262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000100162,0,0,3,0,0,0,1,0,0,2,0,0,1,6,1,0,1,2
ENSG00000140104,1,2,30,10,7,13,1,2,5,4,10,31,4,4,4,4,41,9
ENSG00000132388,55,190,92,107,145,316,207,78,110,80,241,417,158,115,189,94,289,334
XLOC_118380,0,0,0,1,6,3,7,1,26,6,115,62,6,12,51,10,33,72
ENSG00000173085,32,21,111,118,43,90,32,13,56,54,111,182,38,24,46,31,82,112
XLOC_071978,23,14,89,20,96,56,33,45,66,26,147,106,11,14,68,42,190,66
XLOC_034077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000186976,34,52,58,119,66,172,73,25,82,82,134,121,21,87,77,18,61,133
XLOC_049652,28,78,186,78,234,265,31,205,144,45,166,119,38,81,175,2,170,58
XLOC_110120,11,9,7,33,104,18,0,5,4,5,7,16,0,3,19,2,7,11
ENSG00000167202,108,132,219,170,200,228,64,142,91,135,102,180,30,109,143,55,128,219
XLOC_109619,68,197,196,76,99,114,70,78,31,92,107,123,79,78,52,59,151,168
ENSG00000165271,7,28,18,40,21,103,38,41,76,55,47,98,15,59,131,21,60,92
ENSG00000174339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000151882,8,27,20,35,19,85,56,18,149,22,35,48,11,71,203,16,37,80
XLOC_019818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000182952,23,38,49,48,98,231,55,9,128,43,148,233,18,24,112,41,181,165
ENSG00000219626,2,28,58,15,97,82,9,5,27,24,27,35,6,4,92,4,45,69
ENSG00000171970,0,0,6,2,3,14,2,15,1,7,9,0,0,0,1,1,2,4
ENSG00000181004,3,6,15,14,8,39,2,0,8,9,35,58,6,3,33,5,13,44
ENSG00000258807,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0
ENSG00000276040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
XLOC_049272,0,0,2,1,0,1,0,0,0,0,0,0,0,0,7,0,0,0
ENSG00000204501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000180934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000183378,15,83,71,42,27,64,0,34,2,10,40,8,0,1,6,4,1,3
ENSG00000069399,7,53,32,10,4,44,23,11,6,4,1,71,20,8,10,2,1,35
ENSG00000125826,48,45,61,79,91,111,104,209,90,91,100,115,60,72,155,44,144,158
XLOC_142528,6,0,11,12,1,40,37,2,142,28,80,49,54,0,88,6,1,19
XLOC_151460,11,10,31,26,25,68,17,0,27,20,48,91,9,31,85,24,41,37
XLOC_090199,5,36,38,5,37,33,2,3,1,10,6,12,1,7,3,3,5,4
XLOC_093051,6,4,15,2,3,15,1,0,19,4,11,8,0,6,3,3,6,3
XLOC_033103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000127366,2,5,26,22,40,53,33,12,46,14,27,30,1,37,63,3,12,29
ENSG00000121716,29,68,62,105,59,99,81,46,54,119,40,70,29,146,91,32,57,57
ENSG00000225470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000134871,104,550,726,270,624,695,79,377,111,104,204,622,81,139,170,49,188,395
XLOC_028485,48,114,78,117,116,69,58,65,41,125,63,84,39,287,62,62,126,171
ENSG00000147604,460,639,690,536,968,1179,1796,383,758,837,822,1542,1017,879,1305,778,880,1534
XLOC_124359,173,173,657,476,792,992,297,282,515,223,581,881,274,268,810,201,1198,1108
XLOC_001751,21,81,198,3,20,27,16,2,15,17,17,144,5,46,22,14,31,36
ENSG00000144035,0,0,0,0,0,0,0,15,0,1,0,2,0,0,4,0,1,3
XLOC_156763,0,6,3,1,13,6,0,3,11,22,36,5,0,1,34,10,41,21
XLOC_121176,0,1,3,5,3,7,0,73,48,6,2,6,0,0,14,2,6,0
ENSG00000111669,83,175,146,111,98,164,167,31,66,129,143,149,129,78,86,70,213,152
ENSG00000164266,0,2,0,0,0,2,94,0,110,41,384,6,6,2,10,39,204,16
XLOC_006591,1,2,11,2,12,12,1,6,0,0,0,7,0,0,3,0,1,0
ENSG00000154143,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000179965,0,0,6,5,9,1,2,9,8,9,0,19,1,3,8,1,9,2
ENSG00000244122,0,0,0,0,0,1,7,0,0,0,0,0,2,0,0,0,0,0
XLOC_066407,9,2,26,34,57,28,2,5,23,35,49,74,8,7,60,28,40,70
XLOC_111063,1,0,0,2,1,0,0,0,2,4,1,2,0,1,1,0,0,2
XLOC_042583,21,0,63,16,126,54,1,37,43,18,31,41,9,12,79,17,81,115
ENSG00000253140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ENSG00000228048,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_042532,7,0,11,11,22,48,5,1,13,22,21,36,5,2,32,20,11,13
ENSG00000196689,1,24,16,7,10,32,19,8,36,5,42,19,26,33,44,10,24,15
XLOC_006425,1,0,30,24,2,21,63,23,29,49,20,26,30,140,48,8,28,35
ENSG00000126822,69,73,173,134,132,159,164,24,191,65,50,200,131,95,275,40,43,245
XLOC_093390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000146910,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
XLOC_093783,86,231,155,94,115,134,112,71,186,105,314,280,62,186,217,129,350,267
XLOC_115508,8,25,33,19,40,12,27,50,31,70,26,59,9,13,84,23,53,24
ENSG00000128242,0,0,10,2,0,0,5,0,4,1,5,1,0,1,6,1,17,0
ENSG00000223530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_137448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_067676,1,1,0,1,3,0,0,5,0,1,0,0,0,0,0,0,0,0
ENSG00000130813,22,29,32,40,33,33,31,21,20,29,46,39,16,24,64,11,41,57
XLOC_022681,9,18,33,14,2,34,19,27,9,19,26,28,2,3,44,2,22,13
